Ensembl ID	Agilent ID
ENSG00000100030	A_23_P257895
ENSG00000100030	A_24_P237265
ENSG00000100031	A_23_P120809
ENSG00000100031	A_23_P154986
ENSG00000100031	A_24_P375322
ENSG00000100031	A_32_P319200
ENSG00000100031	A_33_P3408953
ENSG00000100033	A_23_P68786
ENSG00000100033	A_33_P3239295
ENSG00000100033	A_33_P3239298
ENSG00000100033	A_33_P3338341
ENSG00000100034	A_23_P57413
ENSG00000100034	A_24_P125894
ENSG00000100034	A_24_P213763
ENSG00000100034	A_33_P3407780
ENSG00000100036	A_23_P259357
ENSG00000100036	A_32_P120683
ENSG00000100036	A_33_P3273143
ENSG00000100038	A_23_P80213
ENSG00000100038	A_33_P3312366
ENSG00000100038	A_33_P3364051
ENSG00000100053	A_23_P29179
ENSG00000100053	A_24_P359441
ENSG00000100055	A_14_P111673
ENSG00000100055	A_23_P155057
ENSG00000100055	A_24_P74559
ENSG00000100056	A_23_P102973
ENSG00000100056	A_33_P3340154
ENSG00000100058	A_19_P00319080
ENSG00000100058	A_19_P00320828
ENSG00000100058	A_19_P00322574
ENSG00000100058	A_19_P00807545
ENSG00000100058	A_23_P425066
ENSG00000100058	A_24_P823219
ENSG00000100058	A_33_P3358158
ENSG00000100060	A_23_P103104
ENSG00000100060	A_24_P224926
ENSG00000100065	A_23_P434890
ENSG00000100068	A_24_P387514
ENSG00000100068	A_33_P3326545
ENSG00000100068	A_33_P3714482
ENSG00000100077	A_23_P251686
ENSG00000100077	A_24_P378928
ENSG00000100077	A_33_P3220919
ENSG00000100078	A_23_P17814
ENSG00000100078	A_23_P17821
ENSG00000100079	A_23_P120902
ENSG00000100083	A_14_P113815
ENSG00000100083	A_14_P121327
ENSG00000100083	A_23_P132294
ENSG00000100083	A_24_P926400
ENSG00000100083	A_33_P3301485
ENSG00000100083	A_33_P3305915
ENSG00000100084	A_23_P154938
ENSG00000100084	A_23_P388244
ENSG00000100092	A_14_P139916
ENSG00000100092	A_23_P143692
ENSG00000100092	A_24_P259192
ENSG00000100092	A_24_P280029
ENSG00000100092	A_33_P3286334
ENSG00000100095	A_14_P108719
ENSG00000100095	A_23_P80242
ENSG00000100095	A_32_P124819
ENSG00000100097	A_23_P166459
ENSG00000100099	A_23_P109442
ENSG00000100099	A_23_P109446
ENSG00000100099	A_33_P3290082
ENSG00000100100	A_23_P109488
ENSG00000100100	A_24_P134488
ENSG00000100101	A_14_P110305
ENSG00000100101	A_23_P17855
ENSG00000100101	A_23_P408328
ENSG00000100101	A_23_P6456
ENSG00000100101	A_24_P221885
ENSG00000100101	A_33_P3325753
ENSG00000100104	A_14_P130591
ENSG00000100104	A_24_P288954
ENSG00000100104	A_32_P135385
ENSG00000100105	A_23_P211459
ENSG00000100105	A_23_P366253
ENSG00000100105	A_24_P211558
ENSG00000100106	A_14_P110305
ENSG00000100106	A_23_P17855
ENSG00000100106	A_23_P408328
ENSG00000100106	A_24_P221885
ENSG00000100106	A_33_P3325748
ENSG00000100106	A_33_P3325753
ENSG00000100109	A_23_P120839
ENSG00000100109	A_33_P3361027
ENSG00000100116	A_23_P40657
ENSG00000100121	A_23_P120809
ENSG00000100121	A_32_P319200
ENSG00000100121	A_33_P3408953
ENSG00000100122	A_23_P143621
ENSG00000100124	A_23_P120915
ENSG00000100124	A_23_P120921
ENSG00000100124	A_32_P223441
ENSG00000100124	A_33_P3237125
ENSG00000100129	A_14_P104527
ENSG00000100129	A_23_P57521
ENSG00000100129	A_32_P76399
ENSG00000100138	A_23_P80362
ENSG00000100138	A_24_P382765
ENSG00000100139	A_14_P111541
ENSG00000100139	A_14_P132493
ENSG00000100139	A_23_P68922
ENSG00000100139	A_24_P941407
ENSG00000100142	A_23_P80321
ENSG00000100142	A_24_P417007
ENSG00000100142	A_33_P3318960
ENSG00000100142	A_33_P3318963
ENSG00000100142	A_33_P3371460
ENSG00000100142	A_33_P3383561
ENSG00000100146	A_23_P143694
ENSG00000100146	A_24_P108784
ENSG00000100147	A_14_P127524
ENSG00000100147	A_23_P155106
ENSG00000100147	A_24_P194420
ENSG00000100147	A_33_P3399593
ENSG00000100150	A_14_P134385
ENSG00000100150	A_14_P135761
ENSG00000100150	A_23_P91680
ENSG00000100150	A_33_P3212221
ENSG00000100150	A_33_P3409665
ENSG00000100150	A_33_P3409672
ENSG00000100151	A_14_P110577
ENSG00000100151	A_14_P136402
ENSG00000100151	A_23_P91727
ENSG00000100151	A_33_P3398697
ENSG00000100154	A_19_P00319038
ENSG00000100154	A_23_P29185
ENSG00000100154	A_24_P118844
ENSG00000100154	A_32_P100683
ENSG00000100156	A_23_P155079
ENSG00000100156	A_33_P3298850
ENSG00000100162	A_24_P399888
ENSG00000100162	A_33_P3302613
ENSG00000100162	A_33_P3387831
ENSG00000100167	A_14_P101796
ENSG00000100167	A_23_P211572
ENSG00000100167	A_23_P503127
ENSG00000100170	A_14_P119158
ENSG00000100170	A_23_P17826
ENSG00000100181	A_14_P115613
ENSG00000100181	A_24_P204269
ENSG00000100181	A_33_P3213149
ENSG00000100181	A_33_P3213155
ENSG00000100181	A_33_P3247372
ENSG00000100181	A_33_P3247392
ENSG00000100191	A_23_P57492
ENSG00000100196	A_14_P128501
ENSG00000100196	A_23_P211504
ENSG00000100197	A_23_P143734
ENSG00000100197	A_23_P155123
ENSG00000100201	A_23_P218784
ENSG00000100201	A_23_P57534
ENSG00000100201	A_24_P925611
ENSG00000100206	A_23_P361381
ENSG00000100206	A_24_P288612
ENSG00000100207	A_23_P424316
ENSG00000100207	A_33_P3271301
ENSG00000100209	A_23_P40588
ENSG00000100209	A_33_P3309231
ENSG00000100211	A_24_P74571
ENSG00000100216	A_23_P80336
ENSG00000100216	A_24_P467449
ENSG00000100218	A_23_P29153
ENSG00000100218	A_33_P3287418
ENSG00000100219	A_23_P120845
ENSG00000100219	A_24_P100228
ENSG00000100220	A_23_P68889
ENSG00000100220	A_23_P68892
ENSG00000100221	A_23_P6474
ENSG00000100221	A_24_P271527
ENSG00000100221	A_32_P82963
ENSG00000100225	A_23_P29225
ENSG00000100226	A_14_P124140
ENSG00000100226	A_23_P103120
ENSG00000100226	A_23_P416106
ENSG00000100226	A_24_P168760
ENSG00000100227	A_23_P211603
ENSG00000100227	A_23_P502269
ENSG00000100227	A_33_P3340085
ENSG00000100228	A_23_P103011
ENSG00000100228	A_32_P58755
ENSG00000100234	A_23_P399078
ENSG00000100239	A_14_P101420
ENSG00000100239	A_23_P95353
ENSG00000100239	A_24_P186174
ENSG00000100239	A_24_P919727
ENSG00000100239	A_33_P3396473
ENSG00000100239	A_33_P3397279
ENSG00000100241	A_23_P109606
ENSG00000100241	A_24_P579780
ENSG00000100241	A_33_P3238410
ENSG00000100241	A_33_P3323999
ENSG00000100242	A_32_P194115
ENSG00000100243	A_23_P502224
ENSG00000100243	A_24_P100277
ENSG00000100243	A_24_P378958
ENSG00000100246	A_23_P17880
ENSG00000100246	A_33_P3348625
ENSG00000100249	A_23_P132237
ENSG00000100253	A_14_P124007
ENSG00000100253	A_23_P68998
ENSG00000100253	A_33_P3355281
ENSG00000100258	A_32_P527232
ENSG00000100258	A_33_P3367642
ENSG00000100258	A_33_P3408632
ENSG00000100263	A_23_P155009
ENSG00000100263	A_33_P3274069
ENSG00000100263	A_33_P3330731
ENSG00000100266	A_23_P80377
ENSG00000100266	A_32_P38145
ENSG00000100266	A_33_P3314192
ENSG00000100271	A_23_P120970
ENSG00000100271	A_33_P3349145
ENSG00000100271	A_33_P3385957
ENSG00000100276	A_23_P166400
ENSG00000100280	A_23_P6398
ENSG00000100280	A_33_P3317593
ENSG00000100281	A_14_P113706
ENSG00000100281	A_23_P431981
ENSG00000100284	A_14_P126890
ENSG00000100284	A_23_P103084
ENSG00000100284	A_33_P3751889
ENSG00000100285	A_14_P121140
ENSG00000100285	A_14_P131171
ENSG00000100285	A_23_P300600
ENSG00000100285	A_33_P3408152
ENSG00000100288	A_23_P314120
ENSG00000100290	A_23_P404667
ENSG00000100292	A_23_P120883
ENSG00000100294	A_23_P132358
ENSG00000100294	A_24_P237328
ENSG00000100296	A_23_P109470
ENSG00000100296	A_23_P120860
ENSG00000100296	A_24_P228700
ENSG00000100297	A_14_P108090
ENSG00000100297	A_14_P138023
ENSG00000100297	A_23_P132277
ENSG00000100297	A_33_P3284951
ENSG00000100298	A_32_P347617
ENSG00000100299	A_23_P255436
ENSG00000100299	A_33_P3229725
ENSG00000100300	A_24_P134526
ENSG00000100300	A_33_P3251148
ENSG00000100302	A_23_P143673
ENSG00000100302	A_24_P357100
ENSG00000100304	A_23_P143748
ENSG00000100307	A_23_P250735
ENSG00000100307	A_24_P19410
ENSG00000100307	A_33_P3326662
ENSG00000100307	A_33_P3343845
ENSG00000100311	A_24_P339944
ENSG00000100312	A_14_P119941
ENSG00000100312	A_23_P40734
ENSG00000100312	A_32_P191262
ENSG00000100312	A_33_P3382849
ENSG00000100314	A_24_P177236
ENSG00000100314	A_33_P3348061
ENSG00000100316	A_23_P68942
ENSG00000100316	A_24_P766208
ENSG00000100319	A_23_P132248
ENSG00000100320	A_23_P103099
ENSG00000100320	A_33_P3217103
ENSG00000100321	A_14_P138451
ENSG00000100321	A_23_P211522
ENSG00000100321	A_23_P348063
ENSG00000100321	A_33_P3284404
ENSG00000100321	A_33_P3379091
ENSG00000100324	A_14_P113192
ENSG00000100324	A_23_P80342
ENSG00000100324	A_33_P3264538
ENSG00000100325	A_23_P143643
ENSG00000100330	A_14_P134012
ENSG00000100330	A_24_P202978
ENSG00000100330	A_33_P3235330
ENSG00000100330	A_33_P3235335
ENSG00000100335	A_14_P100911
ENSG00000100335	A_14_P112631
ENSG00000100335	A_14_P120043
ENSG00000100335	A_14_P121940
ENSG00000100335	A_23_P103131
ENSG00000100335	A_23_P109547
ENSG00000100335	A_23_P120941
ENSG00000100335	A_24_P333484
ENSG00000100335	A_33_P3238074
ENSG00000100336	A_23_P380857
ENSG00000100336	A_24_P374163
ENSG00000100336	A_33_P3232523
ENSG00000100336	A_33_P3276615
ENSG00000100341	A_23_P377312
ENSG00000100341	A_33_P3559060
ENSG00000100342	A_14_P118891
ENSG00000100342	A_23_P17837
ENSG00000100342	A_24_P87931
ENSG00000100344	A_23_P17914
ENSG00000100345	A_23_P57497
ENSG00000100345	A_24_P408424
ENSG00000100345	A_33_P3353692
ENSG00000100346	A_14_P111322
ENSG00000100346	A_24_P399871
ENSG00000100346	A_24_P945096
ENSG00000100346	A_33_P3350566
ENSG00000100347	A_23_P29318
ENSG00000100348	A_23_P68899
ENSG00000100350	A_23_P369948
ENSG00000100350	A_24_P147765
ENSG00000100350	A_33_P3381191
ENSG00000100351	A_23_P143720
ENSG00000100351	A_24_P10884
ENSG00000100351	A_24_P408449
ENSG00000100353	A_23_P91699
ENSG00000100353	A_23_P91702
ENSG00000100353	A_33_P3420841
ENSG00000100354	A_23_P6481
ENSG00000100354	A_23_P6490
ENSG00000100354	A_24_P786172
ENSG00000100354	A_32_P6415
ENSG00000100359	A_14_P107331
ENSG00000100359	A_23_P166491
ENSG00000100359	A_24_P153399
ENSG00000100359	A_33_P3333436
ENSG00000100360	A_23_P6447
ENSG00000100360	A_33_P3399560
ENSG00000100362	A_23_P17844
ENSG00000100364	A_23_P315589
ENSG00000100364	A_24_P205307
ENSG00000100364	A_24_P32252
ENSG00000100364	A_24_P944751
ENSG00000100364	A_32_P88479
ENSG00000100365	A_14_P110052
ENSG00000100365	A_23_P109508
ENSG00000100365	A_33_P3365432
ENSG00000100368	A_14_P106200
ENSG00000100368	A_14_P135880
ENSG00000100368	A_23_P120899
ENSG00000100368	A_33_P3341442
ENSG00000100372	A_23_P57547
ENSG00000100373	A_24_P348594
ENSG00000100376	A_23_P120973
ENSG00000100376	A_24_P922948
ENSG00000100376	A_33_P3252809
ENSG00000100379	A_14_P125053
ENSG00000100379	A_23_P143676
ENSG00000100379	A_23_P402157
ENSG00000100379	A_24_P108779
ENSG00000100380	A_23_P68949
ENSG00000100380	A_24_P100266
ENSG00000100380	A_24_P127021
ENSG00000100380	A_24_P255896
ENSG00000100380	A_24_P315457
ENSG00000100380	A_32_P126338
ENSG00000100380	A_32_P156892
ENSG00000100380	A_32_P50431
ENSG00000100385	A_24_P203000
ENSG00000100387	A_23_P211550
ENSG00000100387	A_33_P3246318
ENSG00000100393	A_14_P108084
ENSG00000100393	A_14_P127141
ENSG00000100393	A_23_P40693
ENSG00000100393	A_24_P7887
ENSG00000100395	A_14_P108467
ENSG00000100395	A_23_P80353
ENSG00000100395	A_24_P6135
ENSG00000100399	A_24_P340286
ENSG00000100399	A_33_P3339531
ENSG00000100401	A_23_P333420
ENSG00000100401	A_33_P3263307
ENSG00000100403	A_14_P133503
ENSG00000100403	A_23_P218807
ENSG00000100410	A_23_P253571
ENSG00000100412	A_23_P103149
ENSG00000100412	A_23_P305481
ENSG00000100413	A_24_P322847
ENSG00000100413	A_32_P201496
ENSG00000100416	A_14_P114486
ENSG00000100416	A_14_P135311
ENSG00000100416	A_23_P80389
ENSG00000100416	A_24_P916195
ENSG00000100416	A_33_P3433156
ENSG00000100417	A_23_P211598
ENSG00000100418	A_23_P356330
ENSG00000100418	A_23_P68966
ENSG00000100422	A_23_P211659
ENSG00000100422	A_24_P62237
ENSG00000100425	A_23_P166536
ENSG00000100426	A_14_P139457
ENSG00000100426	A_23_P155147
ENSG00000100426	A_33_P3398822
ENSG00000100427	A_23_P211680
ENSG00000100429	A_23_P211673
ENSG00000100429	A_23_P368740
ENSG00000100433	A_23_P65629
ENSG00000100433	A_32_P129862
ENSG00000100439	A_14_P117832
ENSG00000100439	A_14_P201702
ENSG00000100439	A_23_P205519
ENSG00000100441	A_14_P120262
ENSG00000100441	A_14_P200374
ENSG00000100441	A_24_P205268
ENSG00000100442	A_23_P117558
ENSG00000100445	A_23_P163161
ENSG00000100448	A_23_P140384
ENSG00000100450	A_23_P128993
ENSG00000100453	A_23_P117602
ENSG00000100461	A_23_P88249
ENSG00000100461	A_24_P207091
ENSG00000100461	A_24_P219156
ENSG00000100462	A_23_P76851
ENSG00000100462	A_24_P298420
ENSG00000100473	A_14_P116496
ENSG00000100473	A_24_P184799
ENSG00000100473	A_24_P184803
ENSG00000100478	A_14_P105428
ENSG00000100478	A_24_P12281
ENSG00000100479	A_23_P163099
ENSG00000100483	A_23_P128940
ENSG00000100485	A_23_P117546
ENSG00000100490	A_23_P99741
ENSG00000100490	A_23_P99747
ENSG00000100503	A_23_P396353
ENSG00000100503	A_23_P54147
ENSG00000100503	A_24_P412512
ENSG00000100503	A_24_P928361
ENSG00000100504	A_23_P48676
ENSG00000100505	A_23_P205632
ENSG00000100505	A_23_P205637
ENSG00000100505	A_24_P321709
ENSG00000100505	A_24_P369656
ENSG00000100505	A_33_P3383836
ENSG00000100519	A_23_P128930
ENSG00000100519	A_24_P381625
ENSG00000100519	A_24_P792734
ENSG00000100519	A_32_P7118
ENSG00000100522	A_23_P429184
ENSG00000100522	A_24_P943040
ENSG00000100523	A_23_P205623
ENSG00000100523	A_24_P104278
ENSG00000100523	A_24_P911489
ENSG00000100526	A_23_P48669
ENSG00000100526	A_33_P3307903
ENSG00000100528	A_23_P14473
ENSG00000100528	A_24_P506726
ENSG00000100528	A_33_P3370634
ENSG00000100532	A_14_P135426
ENSG00000100532	A_23_P37275
ENSG00000100532	A_23_P37283
ENSG00000100554	A_23_P140115
ENSG00000100554	A_33_P3387463
ENSG00000100557	A_23_P3065
ENSG00000100558	A_23_P151506
ENSG00000100564	A_23_P2884
ENSG00000100565	A_14_P118065
ENSG00000100565	A_14_P121782
ENSG00000100565	A_33_P3471466
ENSG00000100567	A_14_P107500
ENSG00000100567	A_23_P140301
ENSG00000100568	A_23_P14284
ENSG00000100568	A_24_P246552
ENSG00000100575	A_23_P76918
ENSG00000100577	A_14_P136243
ENSG00000100577	A_23_P106204
ENSG00000100578	A_14_P114207
ENSG00000100578	A_14_P124929
ENSG00000100578	A_23_P106127
ENSG00000100578	A_23_P99710
ENSG00000100580	A_32_P213692
ENSG00000100580	A_33_P3346157
ENSG00000100583	A_23_P349025
ENSG00000100591	A_14_P112898
ENSG00000100591	A_23_P117599
ENSG00000100592	A_14_P126161
ENSG00000100592	A_14_P126298
ENSG00000100592	A_14_P137201
ENSG00000100592	A_23_P54116
ENSG00000100592	A_24_P347447
ENSG00000100592	A_24_P604851
ENSG00000100593	A_23_P344125
ENSG00000100596	A_23_P3146
ENSG00000100596	A_24_P150486
ENSG00000100599	A_14_P123539
ENSG00000100599	A_14_P125494
ENSG00000100599	A_23_P151820
ENSG00000100600	A_23_P25994
ENSG00000100601	A_23_P14543
ENSG00000100603	A_23_P37347
ENSG00000100604	A_32_P27046
ENSG00000100604	A_33_P3293164
ENSG00000100605	A_23_P37399
ENSG00000100605	A_24_P109633
ENSG00000100605	A_24_P167683
ENSG00000100612	A_23_P117506
ENSG00000100614	A_14_P135788
ENSG00000100614	A_23_P151679
ENSG00000100614	A_23_P409553
ENSG00000100614	A_24_P407323
ENSG00000100614	A_24_P688133
ENSG00000100625	A_23_P326885
ENSG00000100625	A_32_P204205
ENSG00000100626	A_14_P111104
ENSG00000100626	A_23_P76749
ENSG00000100628	A_23_P205370
ENSG00000100629	A_23_P320829
ENSG00000100629	A_23_P430201
ENSG00000100629	A_24_P41936
ENSG00000100632	A_23_P128734
ENSG00000100644	A_14_P117087
ENSG00000100644	A_14_P137044
ENSG00000100644	A_24_P56388
ENSG00000100644	A_33_P3231277
ENSG00000100647	A_14_P118826
ENSG00000100647	A_23_P371787
ENSG00000100650	A_14_P113391
ENSG00000100650	A_23_P377819
ENSG00000100650	A_33_P3366146
ENSG00000100652	A_23_P25698
ENSG00000100664	A_14_P114933
ENSG00000100664	A_23_P205265
ENSG00000100664	A_24_P398810
ENSG00000100664	A_24_P415959
ENSG00000100664	A_33_P3709317
ENSG00000100665	A_14_P105148
ENSG00000100665	A_23_P25720
ENSG00000100678	A_23_P48487
ENSG00000100678	A_24_P167654
ENSG00000100697	A_23_P37111
ENSG00000100697	A_24_P22163
ENSG00000100697	A_33_P3212490
ENSG00000100711	A_14_P131708
ENSG00000100711	A_23_P14273
ENSG00000100714	A_14_P110823
ENSG00000100714	A_23_P117494
ENSG00000100722	A_14_P137136
ENSG00000100722	A_23_P54230
ENSG00000100722	A_24_P241330
ENSG00000100722	A_24_P270452
ENSG00000100722	A_33_P3439765
ENSG00000100726	A_23_P206237
ENSG00000100726	A_33_P3287770
ENSG00000100731	A_14_P105831
ENSG00000100731	A_14_P108373
ENSG00000100731	A_14_P110486
ENSG00000100731	A_14_P123929
ENSG00000100731	A_23_P37311
ENSG00000100731	A_33_P3249529
ENSG00000100739	A_23_P128744
ENSG00000100739	A_24_P919850
ENSG00000100744	A_14_P200385
ENSG00000100744	A_23_P205336
ENSG00000100744	A_24_P292710
ENSG00000100749	A_14_P125646
ENSG00000100749	A_14_P139143
ENSG00000100749	A_23_P76761
ENSG00000100764	A_14_P118170
ENSG00000100764	A_24_P347488
ENSG00000100764	A_32_P57870
ENSG00000100764	A_32_P9700
ENSG00000100767	A_14_P117490
ENSG00000100767	A_14_P137384
ENSG00000100767	A_23_P140347
ENSG00000100767	A_23_P333640
ENSG00000100767	A_24_P184732
ENSG00000100767	A_24_P403928
ENSG00000100784	A_19_P00322645
ENSG00000100784	A_19_P00812874
ENSG00000100784	A_23_P334795
ENSG00000100784	A_23_P37375
ENSG00000100784	A_24_P237601
ENSG00000100784	A_24_P304636
ENSG00000100784	A_32_P184417
ENSG00000100784	A_32_P88946
ENSG00000100784	A_33_P3305203
ENSG00000100784	A_33_P3316562
ENSG00000100796	A_23_P218158
ENSG00000100796	A_24_P369691
ENSG00000100802	A_23_P48581
ENSG00000100804	A_23_P37191
ENSG00000100811	A_14_P133736
ENSG00000100811	A_19_P00330031
ENSG00000100811	A_24_P219140
ENSG00000100811	A_24_P916288
ENSG00000100811	A_33_P3315600
ENSG00000100813	A_23_P14389
ENSG00000100814	A_23_P76882
ENSG00000100815	A_23_P106241
ENSG00000100815	A_24_P282172
ENSG00000100823	A_14_P102533
ENSG00000100823	A_14_P110066
ENSG00000100823	A_14_P114242
ENSG00000100823	A_14_P133179
ENSG00000100823	A_23_P151649
ENSG00000100823	A_23_P151653
ENSG00000100836	A_14_P111774
ENSG00000100836	A_23_P128828
ENSG00000100842	A_23_P48561
ENSG00000100852	A_23_P48535
ENSG00000100852	A_33_P3242483
ENSG00000100852	A_33_P3386459
ENSG00000100865	A_23_P88134
ENSG00000100867	A_14_P120491
ENSG00000100867	A_23_P48570
ENSG00000100883	A_14_P106163
ENSG00000100883	A_14_P107389
ENSG00000100883	A_23_P162945
ENSG00000100884	A_14_P132979
ENSG00000100884	A_14_P137744
ENSG00000100884	A_23_P151595
ENSG00000100884	A_23_P151598
ENSG00000100888	A_23_P140241
ENSG00000100888	A_24_P361167
ENSG00000100889	A_14_P115524
ENSG00000100889	A_23_P128817
ENSG00000100889	A_23_P140207
ENSG00000100889	A_33_P3268532
ENSG00000100890	A_14_P118617
ENSG00000100890	A_14_P121851
ENSG00000100890	A_14_P135323
ENSG00000100890	A_23_P14340
ENSG00000100890	A_24_P390315
ENSG00000100897	A_23_P117424
ENSG00000100897	A_24_P326957
ENSG00000100902	A_14_P113003
ENSG00000100902	A_23_P25735
ENSG00000100902	A_24_P922120
ENSG00000100906	A_23_P106002
ENSG00000100908	A_23_P88234
ENSG00000100908	A_33_P3331652
ENSG00000100911	A_23_P65427
ENSG00000100916	A_14_P106355
ENSG00000100916	A_23_P205419
ENSG00000100916	A_24_P56484
ENSG00000100918	A_14_P126167
ENSG00000100918	A_14_P129966
ENSG00000100918	A_24_P344087
ENSG00000100918	A_33_P3278941
ENSG00000100926	A_23_P151586
ENSG00000100926	A_33_P3217028
ENSG00000100934	A_23_P140170
ENSG00000100934	A_23_P348894
ENSG00000100938	A_14_P111088
ENSG00000100938	A_14_P128789
ENSG00000100938	A_14_P137380
ENSG00000100938	A_23_P3169
ENSG00000100938	A_24_P56467
ENSG00000100938	A_33_P3364459
ENSG00000100941	A_14_P128693
ENSG00000100941	A_23_P99582
ENSG00000100941	A_33_P3218694
ENSG00000100949	A_23_P54223
ENSG00000100968	A_14_P116371
ENSG00000100968	A_23_P140394
ENSG00000100968	A_33_P3250083
ENSG00000100979	A_23_P5983
ENSG00000100982	A_23_P210496
ENSG00000100983	A_23_P210920
ENSG00000100985	A_14_P117083
ENSG00000100985	A_23_P40174
ENSG00000100987	A_23_P131990
ENSG00000100987	A_33_P3276678
ENSG00000100987	A_33_P3342295
ENSG00000100987	A_33_P3342300
ENSG00000100991	A_23_P154801
ENSG00000100994	A_14_P130740
ENSG00000100994	A_23_P210849
ENSG00000100994	A_23_P331670
ENSG00000100997	A_23_P149494
ENSG00000100997	A_23_P367026
ENSG00000101000	A_23_P80040
ENSG00000101003	A_14_P104044
ENSG00000101003	A_14_P119966
ENSG00000101003	A_14_P134876
ENSG00000101003	A_23_P210853
ENSG00000101003	A_33_P3340025
ENSG00000101004	A_23_P143374
ENSG00000101004	A_33_P3305731
ENSG00000101017	A_23_P57036
ENSG00000101017	A_33_P3245439
ENSG00000101019	A_23_P210948
ENSG00000101019	A_24_P65910
ENSG00000101019	A_33_P3309054
ENSG00000101019	A_33_P3309064
ENSG00000101040	A_23_P131834
ENSG00000101040	A_23_P369666
ENSG00000101040	A_24_P87824
ENSG00000101040	A_24_P926432
ENSG00000101040	A_33_P3619221
ENSG00000101049	A_14_P126596
ENSG00000101049	A_23_P131801
ENSG00000101049	A_24_P151356
ENSG00000101052	A_14_P127493
ENSG00000101052	A_23_P165959
ENSG00000101052	A_23_P165962
ENSG00000101052	A_33_P3368500
ENSG00000101057	A_23_P143190
ENSG00000101074	A_23_P395632
ENSG00000101076	A_23_P28761
ENSG00000101076	A_24_P10751
ENSG00000101079	A_24_P185604
ENSG00000101082	A_23_P143173
ENSG00000101082	A_33_P3368159
ENSG00000101084	A_14_P129046
ENSG00000101084	A_23_P102582
ENSG00000101084	A_24_P194184
ENSG00000101096	A_23_P91278
ENSG00000101096	A_24_P525917
ENSG00000101096	A_33_P3215333
ENSG00000101098	A_24_P374532
ENSG00000101098	A_32_P38645
ENSG00000101104	A_14_P107930
ENSG00000101104	A_23_P309599
ENSG00000101104	A_23_P436484
ENSG00000101104	A_24_P92183
ENSG00000101104	A_33_P3413808
ENSG00000101109	A_14_P120879
ENSG00000101109	A_23_P143199
ENSG00000101109	A_24_P185615
ENSG00000101109	A_24_P935026
ENSG00000101109	A_24_P94054
ENSG00000101109	A_33_P3222648
ENSG00000101115	A_23_P109072
ENSG00000101126	A_23_P254179
ENSG00000101126	A_24_P134319
ENSG00000101132	A_14_P200979
ENSG00000101132	A_23_P166023
ENSG00000101134	A_14_P119712
ENSG00000101134	A_23_P40217
ENSG00000101138	A_14_P127538
ENSG00000101138	A_23_P362824
ENSG00000101144	A_23_P154643
ENSG00000101144	A_23_P68487
ENSG00000101144	A_24_P91566
ENSG00000101146	A_23_P346206
ENSG00000101146	A_23_P6023
ENSG00000101146	A_33_P3443165
ENSG00000101150	A_14_P105929
ENSG00000101150	A_23_P131771
ENSG00000101152	A_14_P134736
ENSG00000101152	A_24_P205316
ENSG00000101152	A_33_P3363153
ENSG00000101152	A_33_P3419733
ENSG00000101158	A_14_P108400
ENSG00000101158	A_14_P130535
ENSG00000101158	A_23_P210643
ENSG00000101158	A_24_P222126
ENSG00000101160	A_23_P40240
ENSG00000101160	A_33_P3250398
ENSG00000101161	A_14_P126083
ENSG00000101161	A_23_P154539
ENSG00000101162	A_14_P103140
ENSG00000101162	A_23_P6034
ENSG00000101162	A_24_P228550
ENSG00000101166	A_23_P210658
ENSG00000101166	A_24_P288424
ENSG00000101180	A_23_P412990
ENSG00000101180	A_24_P301837
ENSG00000101181	A_14_P115723
ENSG00000101181	A_14_P123108
ENSG00000101181	A_24_P382630
ENSG00000101181	A_24_P382637
ENSG00000101181	A_24_P391229
ENSG00000101182	A_23_P91468
ENSG00000101187	A_14_P102551
ENSG00000101187	A_23_P5903
ENSG00000101188	A_14_P131233
ENSG00000101188	A_24_P378806
ENSG00000101189	A_23_P17307
ENSG00000101189	A_24_P65803
ENSG00000101190	A_23_P143147
ENSG00000101190	A_33_P3324786
ENSG00000101191	A_23_P388190
ENSG00000101191	A_23_P395426
ENSG00000101191	A_24_P322611
ENSG00000101191	A_24_P944144
ENSG00000101193	A_14_P125641
ENSG00000101193	A_23_P56971
ENSG00000101193	A_24_P219971
ENSG00000101194	A_14_P108032
ENSG00000101194	A_23_P210361
ENSG00000101194	A_33_P3229156
ENSG00000101197	A_23_P79769
ENSG00000101198	A_23_P17316
ENSG00000101198	A_33_P3293009
ENSG00000101199	A_23_P210379
ENSG00000101199	A_24_P271296
ENSG00000101200	A_23_P109133
ENSG00000101203	A_24_P918575
ENSG00000101203	A_32_P185637
ENSG00000101203	A_32_P867789
ENSG00000101203	A_33_P3390743
ENSG00000101203	A_33_P3395952
ENSG00000101204	A_23_P210395
ENSG00000101204	A_33_P3217584
ENSG00000101210	A_23_P256033
ENSG00000101210	A_33_P3229953
ENSG00000101213	A_23_P56978
ENSG00000101216	A_23_P337033
ENSG00000101220	A_23_P28878
ENSG00000101220	A_33_P3399433
ENSG00000101222	A_23_P40280
ENSG00000101222	A_24_P211420
ENSG00000101222	A_33_P3314643
ENSG00000101224	A_14_P107596
ENSG00000101224	A_23_P210726
ENSG00000101230	A_32_P186731
ENSG00000101236	A_24_P333019
ENSG00000101236	A_32_P185682
ENSG00000101246	A_24_P159948
ENSG00000101246	A_33_P3242743
ENSG00000101246	A_33_P3242748
ENSG00000101246	A_33_P3279720
ENSG00000101247	A_14_P113304
