Ensembl ID	RFAM_trans_name ID
ENSG00000207235	Y_RNA.1-711
ENSG00000207240	Y_RNA.1-712
ENSG00000207243	Y_RNA.1-713
ENSG00000207244	SNORA70.1-212
ENSG00000207247	Y_RNA.1-714
ENSG00000207249	SNORA72.1-206
ENSG00000207252	Y_RNA.1-715
ENSG00000207258	Y_RNA.1-716
ENSG00000207265	Y_RNA.1-717
ENSG00000207271	Y_RNA.1-718
ENSG00000207274	SNORA70.1-213
ENSG00000207281	Y_RNA.1-719
ENSG00000207282	Y_RNA.1-720
ENSG00000207283	Y_RNA.1-721
ENSG00000207286	Y_RNA.1-722
ENSG00000207290	Y_RNA.1-723
ENSG00000207292	Y_RNA.1-724
ENSG00000207293	Y_RNA.1-725
ENSG00000207294	Y_RNA.1-726
ENSG00000207299	SNORD56.1-206
ENSG00000207300	Y_RNA.1-727
ENSG00000207302	Y_RNA.1-728
ENSG00000207303	Y_RNA.1-729
ENSG00000207305	Y_RNA.1-730
ENSG00000207316	Y_RNA.1-731
ENSG00000207317	Y_RNA.1-732
ENSG00000207319	Y_RNA.1-733
ENSG00000207320	Y_RNA.1-734
ENSG00000207326	Y_RNA.1-735
ENSG00000207329	Y_RNA.1-736
ENSG00000207342	Y_RNA.1-737
ENSG00000207344	SNORA22.1-203
ENSG00000207351	Y_RNA.1-738
ENSG00000207356	Y_RNA.1-739
ENSG00000207363	Y_RNA.1-740
ENSG00000207365	Y_RNA.1-741
ENSG00000207368	Y_RNA.1-742
ENSG00000207370	Y_RNA.1-743
ENSG00000207371	Y_RNA.1-744
ENSG00000207379	Y_RNA.1-745
ENSG00000207380	Y_RNA.1-746
ENSG00000207382	Y_RNA.1-747
ENSG00000207383	Y_RNA.1-748
ENSG00000207384	Y_RNA.1-749
ENSG00000207386	Y_RNA.1-750
ENSG00000207387	Y_RNA.1-751
ENSG00000207390	Y_RNA.1-752
ENSG00000207391	Y_RNA.1-753
ENSG00000207395	Y_RNA.1-754
ENSG00000207401	Y_RNA.1-755
ENSG00000207403	Y_RNA.1-756
ENSG00000207404	Y_RNA.1-757
ENSG00000207407	SNORA1.1-204
ENSG00000207408	Y_RNA.1-758
ENSG00000207410	SNORA8.1-203
ENSG00000207411	Y_RNA.1-759
ENSG00000207416	Y_RNA.1-760
ENSG00000207417	Y_RNA.1-761
ENSG00000207419	SNORA67.1-204
ENSG00000207420	Y_RNA.1-762
ENSG00000207425	Y_RNA.1-763
ENSG00000207426	Y_RNA.1-764
ENSG00000207430	U8.1-211
ENSG00000207432	U8.1-212
ENSG00000207438	Y_RNA.1-765
ENSG00000207439	Y_RNA.1-766
ENSG00000207450	Y_RNA.1-767
ENSG00000207466	Y_RNA.1-768
ENSG00000207467	Y_RNA.1-769
ENSG00000207473	Y_RNA.1-770
ENSG00000207480	Y_RNA.1-771
ENSG00000207481	Y_RNA.1-772
ENSG00000207484	Y_RNA.1-773
ENSG00000207488	Y_RNA.1-774
ENSG00000207494	Y_RNA.1-775
ENSG00000207497	Y_RNA.1-776
ENSG00000207499	Y_RNA.1-777
ENSG00000207502	SNORA42.1-204
ENSG00000207503	SNORA32.1-203
ENSG00000207512	Y_RNA.1-778
ENSG00000207516	SNORA41.1-201
ENSG00000207525	Y_RNA.1-779
ENSG00000208308	SNORA40.1-201
ENSG00000212134	SNORA40.1-202
ENSG00000212144	U8.1-213
ENSG00000212145	U8.1-214
ENSG00000212149	SNORA40.1-203
ENSG00000212161	SNORD64.1-201
ENSG00000212165	U3.1-220
ENSG00000212168	SNORD78.1-201
ENSG00000212175	SNORA12.1-201
ENSG00000212181	SNORA48.1-201
ENSG00000212182	U3.1-221
ENSG00000212187	SNORA26.1-201
ENSG00000212191	SNORD65.1-201
ENSG00000212195	U3.1-222
ENSG00000212205	Y_RNA.1-780
ENSG00000212206	SNORA69.1-201
ENSG00000212211	U3.1-223
ENSG00000212214	SNORA48.1-202
ENSG00000212224	SNORA26.1-202
ENSG00000212228	SNORA48.1-203
ENSG00000212229	SNORD65.1-202
ENSG00000212241	Y_RNA.1-781
ENSG00000212249	U8.1-215
ENSG00000212264	SNORD65.1-203
ENSG00000212266	SNORA40.1-204
ENSG00000212270	SNORD37.1-201
ENSG00000212273	SNORA40.1-205
ENSG00000212278	SNORD81.1-203
ENSG00000212279	SNORD77.1-201
ENSG00000212293	SNORA16.1-202
ENSG00000212295	SNORD28.1-201
ENSG00000212302	SNORD41.1-201
ENSG00000212306	Y_RNA.1-782
ENSG00000212309	SNORD70.1-201
ENSG00000212319	Y_RNA.1-783
ENSG00000212321	U3.1-224
ENSG00000212325	Y_RNA.1-784
ENSG00000212335	Y_RNA.1-785
ENSG00000212338	SNORA67.1-205
ENSG00000212342	SNORA12.1-202
ENSG00000212347	SNORD77.1-202
ENSG00000212363	SNORA40.1-206
ENSG00000212371	SNORA46.1-201
ENSG00000212377	SNORD37.1-202
ENSG00000212378	SNORD78.1-202
ENSG00000212383	SNORA48.1-204
ENSG00000212391	SNORA48.1-205
ENSG00000212392	Y_RNA.1-786
ENSG00000212395	SNORA67.1-206
ENSG00000212397	snosnR66.1-201
ENSG00000212404	Y_RNA.1-787
ENSG00000212411	SNORD115.1-201
ENSG00000212414	SNORD77.1-203
ENSG00000212415	SNORD77.1-204
ENSG00000212421	SNORA26.1-203
ENSG00000212422	U3.1-225
ENSG00000212428	SNORD115.1-202
ENSG00000212432	SNORA75.1-202
ENSG00000212434	U3.1-226
ENSG00000212440	SNORA75.1-203
ENSG00000212445	SNORA48.1-206
ENSG00000212448	Y_RNA.1-788
ENSG00000212455	SNORA40.1-207
ENSG00000212458	SNORA48.1-207
ENSG00000212461	SNORA17.1-203
ENSG00000212479	U3.1-227
ENSG00000212490	SNORA26.1-204
ENSG00000212511	U3.1-228
ENSG00000212512	Y_RNA.1-789
ENSG00000212517	SNORA26.1-205
ENSG00000212529	SNORA57.1-201
ENSG00000212532	SNORD66.1-201
ENSG00000212533	SNORA75.1-204
ENSG00000212538	U3.1-229
ENSG00000212539	U3.1-230
ENSG00000212551	U3.1-231
ENSG00000212553	SNORD116.1-202
ENSG00000212556	Y_RNA.1-790
ENSG00000212558	SNORA26.1-206
ENSG00000212565	SNORA68.1-203
ENSG00000212567	SNORA57.1-202
ENSG00000212569	Y_RNA.1-791
ENSG00000212579	SNORA40.1-208
ENSG00000212580	SNORA75.1-205
ENSG00000212581	U8.1-216
ENSG00000212586	SNORA8.1-204
ENSG00000212587	SNORA40.1-209
ENSG00000212589	SNORA17.1-204
ENSG00000212590	SNORA26.1-207
ENSG00000212593	SNORA75.1-206
ENSG00000212594	U8.1-217
ENSG00000212595	5S_rRNA.1-202
ENSG00000212598	U3.1-232
ENSG00000212604	SNORA48.1-208
ENSG00000212608	SNORA26.1-208
ENSG00000212610	U3.1-233
ENSG00000212611	SNORD30.1-201
ENSG00000212615	SNORD58.1-201
ENSG00000212618	snoMBII-202.1-201
ENSG00000212620	SNORA75.1-207
ENSG00000212624	SNORA26.1-209
ENSG00000212626	SNORA48.1-209
ENSG00000213167	Metazoa_SRP.1-207
ENSG00000214305	Metazoa_SRP.1-208
ENSG00000220986	SNORA50.1-201
ENSG00000221031	CoTC_ribozyme.1-201
ENSG00000221040	U3.1-234
ENSG00000221042	CPEB3_ribozyme.1-201
ENSG00000221043	U3.1-235
ENSG00000221044	U3.1-236
ENSG00000221060	SNORA11.1-201
ENSG00000221083	SNORA77.1-201
ENSG00000221093	SNORA3.1-201
ENSG00000221125	U3.1-237
ENSG00000221139	SNORD23.1-201
ENSG00000221148	SNORA3.1-202
ENSG00000221164	SNORA11.1-202
ENSG00000221245	SNORA11.1-203
ENSG00000221300	SNORD75.1-201
ENSG00000221332	U3.1-238
ENSG00000221345	U3.1-239
ENSG00000221376	SNORA77.1-202
ENSG00000221398	SNORA11.1-204
ENSG00000221400	U3.1-240
ENSG00000221455	U3.1-241
ENSG00000221461	U3.1-242
ENSG00000221496	U3.1-243
ENSG00000221498	SNORA77.1-203
ENSG00000221611	SNORD88.1-201
ENSG00000221633	U3.1-244
ENSG00000221638	U3.1-245
ENSG00000221639	SNORA3.1-203
ENSG00000221673	U3.1-246
ENSG00000221711	SNORD75.1-202
ENSG00000221719	SNORA3.1-204
ENSG00000221750	SNORA11.1-205
ENSG00000222072	Y_RNA.1-792
ENSG00000222095	SNORD113.1-205
ENSG00000222145	SNORA73.1-203
ENSG00000222160	Y_RNA.1-793
ENSG00000222185	SNORD113.1-206
ENSG00000222206	Y_RNA.1-794
ENSG00000222224	Y_RNA.1-795
ENSG00000222305	Y_RNA.1-796
ENSG00000222335	Y_RNA.1-797
ENSG00000222345	SNORD19.1-201
ENSG00000222394	Y_RNA.1-798
ENSG00000222395	Y_RNA.1-799
ENSG00000222412	Y_RNA.1-800
ENSG00000222421	Y_RNA.1-801
ENSG00000222430	Y_RNA.1-802
ENSG00000222432	Y_RNA.1-803
ENSG00000222467	Y_RNA.1-804
ENSG00000222489	SNORA79.1-201
ENSG00000222503	Y_RNA.1-805
ENSG00000222506	Y_RNA.1-806
ENSG00000222509	Y_RNA.1-807
ENSG00000222511	Y_RNA.1-808
ENSG00000222529	Y_RNA.1-809
ENSG00000222579	Y_RNA.1-810
ENSG00000222588	SNORA19.1-201
ENSG00000222601	Y_RNA.1-811
ENSG00000222604	SNORA7.1-205
ENSG00000222613	Y_RNA.1-812
ENSG00000222614	Y_RNA.1-813
ENSG00000222649	Y_RNA.1-814
ENSG00000222658	Y_RNA.1-815
ENSG00000222666	U3.1-247
ENSG00000222698	Y_RNA.1-816
ENSG00000222701	Y_RNA.1-817
ENSG00000222767	Y_RNA.1-818
ENSG00000222852	Y_RNA.1-819
ENSG00000222881	Y_RNA.1-820
ENSG00000222883	Y_RNA.1-821
ENSG00000222937	SNORD63.1-201
ENSG00000222941	Y_RNA.1-822
ENSG00000222966	SNORA40.1-210
ENSG00000222997	Y_RNA.1-823
ENSG00000223004	SNORD29.1-201
ENSG00000223023	Y_RNA.1-824
ENSG00000223027	SNORA57.1-203
ENSG00000223060	Y_RNA.1-825
ENSG00000223080	Y_RNA.1-826
ENSG00000223111	SNORA74.1-201
ENSG00000223188	Y_RNA.1-827
ENSG00000223220	Y_RNA.1-828
ENSG00000223249	Y_RNA.1-829
ENSG00000223254	Y_RNA.1-830
ENSG00000223271	Y_RNA.1-831
ENSG00000223294	SNORD83.1-201
ENSG00000223300	Y_RNA.1-832
ENSG00000223302	Y_RNA.1-833
ENSG00000237261	Metazoa_SRP.1-209
ENSG00000237611	Metazoa_SRP.1-210
ENSG00000238295	snoU13.1-201
ENSG00000238297	U3.1-248
ENSG00000238311	snoU13.1-202
ENSG00000238316	snoU13.1-203
ENSG00000238326	snoU13.1-204
ENSG00000238366	Y_RNA.1-834
ENSG00000238371	snoU13.1-205
ENSG00000238372	snoU13.1-206
ENSG00000238387	snoU13.1-207
ENSG00000238390	SNORA81.1-201
ENSG00000238410	snoU109.1-201
ENSG00000238426	Y_RNA.1-835
ENSG00000238440	snoU13.1-208
ENSG00000238443	Y_RNA.1-836
ENSG00000238485	snoU13.1-209
ENSG00000238490	Y_RNA.1-837
ENSG00000238498	snoU13.1-210
ENSG00000238503	SNORD18.1-202
ENSG00000238516	Y_RNA.1-838
ENSG00000238519	U8.1-218
ENSG00000238560	Y_RNA.1-839
ENSG00000238570	snoU13.1-211
ENSG00000238575	snoU109.1-202
ENSG00000238585	Y_RNA.1-840
ENSG00000238594	snoU13.1-212
ENSG00000238604	Y_RNA.1-841
ENSG00000238628	snoU13.1-213
ENSG00000238645	snoU13.1-214
ENSG00000238685	ACA64.1-201
ENSG00000238694	snoU13.1-215
ENSG00000238707	SNORD2.1-201
ENSG00000238713	Y_RNA.1-842
ENSG00000238723	Y_RNA.1-843
ENSG00000238724	snoU13.1-216
ENSG00000238745	snoU13.1-217
ENSG00000238749	Y_RNA.1-844
ENSG00000238754	snoU109.1-203
ENSG00000238761	snoU13.1-218
ENSG00000238764	snoU13.1-219
ENSG00000238783	Y_RNA.1-845
ENSG00000238797	Y_RNA.1-846
ENSG00000238804	snoU13.1-220
ENSG00000238813	Y_RNA.1-847
ENSG00000238819	SNORD11.1-201
ENSG00000238832	snoU109.1-204
ENSG00000238840	U8.1-219
ENSG00000238845	Y_RNA.1-848
ENSG00000238854	SNORD5.1-201
ENSG00000238901	snoU13.1-221
ENSG00000238902	snoU13.1-222
ENSG00000238906	snoU13.1-223
ENSG00000238912	Y_RNA.1-849
ENSG00000238926	Y_RNA.1-850
ENSG00000238933	Y_RNA.1-851
ENSG00000238934	ACA64.1-202
ENSG00000238936	SNORD65.1-204
ENSG00000238943	Y_RNA.1-852
ENSG00000238963	U8.1-220
ENSG00000238966	SNORD112.1-201
ENSG00000239005	ACA64.1-203
ENSG00000239008	ACA64.1-204
ENSG00000239035	snoU13.1-224
ENSG00000239040	Y_RNA.1-853
ENSG00000239041	snoU13.1-225
ENSG00000239069	Y_RNA.1-854
ENSG00000239079	snoU13.1-226
ENSG00000239080	snoU13.1-227
ENSG00000239093	snoU13.1-228
ENSG00000239096	snoU13.1-229
ENSG00000239106	Y_RNA.1-855
ENSG00000239128	snoU13.1-230
ENSG00000239129	snoU13.1-231
ENSG00000239137	snoU13.1-232
ENSG00000239142	U8.1-221
ENSG00000239143	Y_RNA.1-856
ENSG00000239148	U8.1-222
ENSG00000239153	snoU13.1-233
ENSG00000239180	Y_RNA.1-857
ENSG00000239182	SNORA35.1-201
ENSG00000239197	snoU109.1-205
ENSG00000239823	Y_RNA.1-858
ENSG00000251704	SNORA40.1-211
ENSG00000251715	SNORA68.1-204
ENSG00000251728	Y_RNA.1-859
ENSG00000251730	SNORA4.1-204
ENSG00000251735	SNORA25.1-211
ENSG00000251744	SNORA25.1-212
ENSG00000251775	ACA59.1-201
ENSG00000251778	SNORA3.1-205
ENSG00000251779	Y_RNA.1-860
ENSG00000251792	Y_RNA.1-861
ENSG00000251796	SNORA70.1-214
ENSG00000251799	Y_RNA.1-862
ENSG00000251802	SNORA31.1-201
ENSG00000251803	Y_RNA.1-863
ENSG00000251805	SCARNA21.1-201
ENSG00000251811	Y_RNA.1-864
ENSG00000251812	Y_RNA.1-865
ENSG00000251818	SCARNA20.1-201
ENSG00000251822	SNORA19.1-202
ENSG00000251828	SNORA31.1-202
ENSG00000251830	SNORD46.1-202
ENSG00000251837	Y_RNA.1-866
ENSG00000251838	SNORA31.1-203
ENSG00000251844	snoMe28S-Am2634.1-201
ENSG00000251852	Y_RNA.1-867
ENSG00000251858	SNORA31.1-204
ENSG00000251861	SCARNA20.1-202
ENSG00000251864	Y_RNA.1-868
ENSG00000251866	SCARNA21.1-202
ENSG00000251878	SNORD79.1-201
ENSG00000251893	SNORA70.1-215
ENSG00000251922	SNORA14.1-201
ENSG00000251925	SNORA70.1-216
ENSG00000251940	SNORA15.1-203
ENSG00000251942	SCARNA16.1-201
ENSG00000251967	SNORD77.1-205
ENSG00000251974	SNORA19.1-203
ENSG00000251986	Y_RNA.1-869
ENSG00000251987	SNORD63.1-202
ENSG00000251996	Y_RNA.1-870
ENSG00000251999	SNORA31.1-205
ENSG00000252000	ACA59.1-202
ENSG00000252011	SNORA25.1-213
ENSG00000252014	SNORA70.1-217
ENSG00000252016	ACA64.1-205
ENSG00000252020	SCARNA17.1-201
ENSG00000252021	Y_RNA.1-871
ENSG00000252022	SNORD33.1-201
ENSG00000252040	snoU109.1-206
ENSG00000252042	Y_RNA.1-872
ENSG00000252045	SNORA33.1-203
ENSG00000252047	Y_RNA.1-873
ENSG00000252049	SNORA40.1-212
ENSG00000252050	SNORA31.1-206
ENSG00000252064	Y_RNA.1-874
ENSG00000252069	Y_RNA.1-875
ENSG00000252083	SNORA40.1-213
ENSG00000252096	SNORA31.1-207
ENSG00000252098	Y_RNA.1-876
ENSG00000252102	SNORA63.1-211
ENSG00000252112	SNORD63.1-203
ENSG00000252115	Y_RNA.1-877
ENSG00000252119	ACA64.1-206
ENSG00000252122	SNORA76.1-201
ENSG00000252128	SNORD27.1-201
ENSG00000252129	SNORA74.1-202
ENSG00000252133	SNORA70.1-218
ENSG00000252136	SNORA31.1-208
ENSG00000252138	SNORA40.1-214
ENSG00000252139	SCARNA18.1-201
ENSG00000252143	SCARNA17.1-202
ENSG00000252158	SNORA72.1-207
ENSG00000252170	SNORD112.1-202
ENSG00000252171	Y_RNA.1-878
ENSG00000252188	SNORA40.1-215
ENSG00000252190	SCARNA17.1-203
ENSG00000252192	SNORA9.1-204
ENSG00000252193	SCARNA15.1-201
ENSG00000252198	Y_RNA.1-879
ENSG00000252199	SNORA70.1-219
ENSG00000252200	snoZ6.1-201
ENSG00000252202	Y_RNA.1-880
ENSG00000252204	SNORA25.1-214
ENSG00000252210	Y_RNA.1-881
ENSG00000252213	SNORA74.1-203
ENSG00000252217	Y_RNA.1-882
ENSG00000252218	SCARNA15.1-202
ENSG00000252225	Y_RNA.1-883
ENSG00000252228	SNORA48.1-210
ENSG00000252230	SNORD111.1-201
ENSG00000252236	SNORA26.1-210
ENSG00000252238	SNORA31.1-209
ENSG00000252249	SNORA18.1-204
ENSG00000252250	Y_RNA.1-884
ENSG00000252254	Y_RNA.1-885
ENSG00000252258	SNORA70.1-220
ENSG00000252266	Y_RNA.1-886
ENSG00000252274	SCARNA24.1-201
ENSG00000252283	Vault.1-201
ENSG00000252284	SNORD28.1-202
ENSG00000252290	SNORA25.1-215
ENSG00000252291	SNORA31.1-210
ENSG00000252296	SNORA25.1-216
ENSG00000252305	SNORA74.1-204
ENSG00000252317	Y_RNA.1-887
ENSG00000252319	Y_RNA.1-888
ENSG00000252328	Vault.1-202
ENSG00000252329	SCARNA16.1-202
ENSG00000252337	SNORA31.1-211
ENSG00000252341	Y_RNA.1-889
ENSG00000252349	SNORA31.1-212
ENSG00000252352	SNORA40.1-216
ENSG00000252357	Y_RNA.1-890
ENSG00000252367	Y_RNA.1-891
ENSG00000252374	Y_RNA.1-892
ENSG00000252398	Y_RNA.1-893
ENSG00000252404	SCARNA16.1-203
ENSG00000252405	snoMe28S-Am2634.1-202
ENSG00000252408	SNORD38.1-204
ENSG00000252409	SCARNA21.1-203
ENSG00000252412	Y_RNA.1-894
ENSG00000252420	Y_RNA.1-895
ENSG00000252425	SNORA18.1-205
ENSG00000252427	SNORD67.1-201
ENSG00000252433	SNORA31.1-213
ENSG00000252436	Y_RNA.1-896
ENSG00000252438	SNORD45.1-204
ENSG00000252441	SNORA64.1-205
ENSG00000252443	SNORA62.1-205
ENSG00000252448	SNORA63.1-212
ENSG00000252450	Y_RNA.1-897
ENSG00000252458	SNORA68.1-205
ENSG00000252459	SNORA27.1-204
ENSG00000252461	SNORA43.1-202
ENSG00000252473	SNORA67.1-207
ENSG00000252485	Vault.1-203
ENSG00000252486	Y_RNA.1-898
ENSG00000252505	SNORA70.1-221
ENSG00000252517	SNORD59.1-201
ENSG00000252524	Y_RNA.1-899
ENSG00000252526	SNORA70.1-222
ENSG00000252534	Y_RNA.1-900
ENSG00000252537	SNORA31.1-214
ENSG00000252550	SNORA25.1-217
ENSG00000252580	SNORA31.1-215
ENSG00000252582	SNORA31.1-216
ENSG00000252585	Y_RNA.1-901
ENSG00000252601	SNORA18.1-206
ENSG00000252607	Y_RNA.1-902
ENSG00000252612	Y_RNA.1-903
ENSG00000252615	Y_RNA.1-904
ENSG00000252621	Y_RNA.1-905
ENSG00000252640	snoU109.1-207
ENSG00000252652	Y_RNA.1-906
ENSG00000252655	Y_RNA.1-907
ENSG00000252657	SNORA70.1-223
ENSG00000252660	Y_RNA.1-908
ENSG00000252671	Y_RNA.1-909
ENSG00000252677	SNORA81.1-202
ENSG00000252682	SNORD59.1-202
ENSG00000252689	SNORA20.1-204
ENSG00000252691	SCARNA18.1-202
ENSG00000252692	SNORD60.1-202
ENSG00000252693	SNORA40.1-217
ENSG00000252699	SNORA21.1-201
ENSG00000252719	SNORA18.1-207
ENSG00000252722	SCARNA20.1-203
ENSG00000252724	SNORA70.1-224
ENSG00000252727	SCARNA11.1-201
ENSG00000252742	Y_RNA.1-910
ENSG00000252744	Y_RNA.1-911
ENSG00000252759	Y_RNA.1-912
ENSG00000252761	Y_RNA.1-913
ENSG00000252762	SNORA31.1-217
ENSG00000252765	SCARNA16.1-204
ENSG00000252774	SNORA48.1-211
ENSG00000252777	SCARNA24.1-202
ENSG00000252778	SCARNA20.1-204
ENSG00000252784	Y_RNA.1-914
ENSG00000252787	SNORD19.1-202
ENSG00000252798	SCARNA6.1-201
ENSG00000252800	SCARNA20.1-205
ENSG00000252802	Y_RNA.1-915
ENSG00000252820	Y_RNA.1-916
ENSG00000252822	Y_RNA.1-917
ENSG00000252824	SNORA48.1-212
ENSG00000252829	SCARNA15.1-203
ENSG00000252830	5S_rRNA.1-203
ENSG00000252840	SNORA44.1-201
ENSG00000252852	SNORA31.1-218
ENSG00000252868	snoZ278.1-201
ENSG00000252870	ACA59.1-203
ENSG00000252874	Y_RNA.1-918
ENSG00000252888	SNORA31.1-219
ENSG00000252891	Y_RNA.1-919
ENSG00000252894	Y_RNA.1-920
ENSG00000252904	SNORA76.1-202
ENSG00000252915	Y_RNA.1-921
ENSG00000252917	SNORA74.1-205
ENSG00000252919	Y_RNA.1-922
ENSG00000252920	SNORA31.1-220
ENSG00000252923	SCARNA16.1-205
ENSG00000252945	snoU83B.1-201
ENSG00000252965	Y_RNA.1-923
ENSG00000252969	SNORA70.1-225
ENSG00000252975	Y_RNA.1-924
ENSG00000252985	SNORD116.1-203
ENSG00000252989	SNORA31.1-221
ENSG00000252992	SCARNA11.1-202
ENSG00000252993	SNORA25.1-218
ENSG00000253007	SNORA76.1-203
ENSG00000253013	SNORA31.1-222
ENSG00000253016	Y_RNA.1-925
ENSG00000253027	SNORA70.1-226
ENSG00000253028	SNORA31.1-223
ENSG00000253041	SNORA31.1-224
ENSG00000253042	SNORA70.1-227
ENSG00000253047	SNORA40.1-218
ENSG00000253049	SNORA43.1-203
ENSG00000253051	SNORA31.1-225
ENSG00000253059	SNORA31.1-226
ENSG00000253060	SCARNA20.1-206
ENSG00000253065	SNORA40.1-219
ENSG00000253067	snoZ6.1-202
ENSG00000253072	snoMBII-202.1-202
ENSG00000253085	SCARNA11.1-203
ENSG00000253088	Y_RNA.1-926
ENSG00000253090	SNORA73.1-204
ENSG00000253092	SNORA81.1-203
ENSG00000253094	SNORD36.1-201
ENSG00000253096	Y_RNA.1-927
ENSG00000253437	U6.1-201
ENSG00000253602	Metazoa_SRP.1-211
ENSG00000253739	U6.1-202
ENSG00000254172	U5.1-201
ENSG00000255851	Metazoa_SRP.1-212
ENSG00000258045	Metazoa_SRP.1-213
ENSG00000260682	7SK.1-201
ENSG00000261709	SNORA11.1-206
ENSG00000261867	U6.1-203
ENSG00000262104	Y_RNA.1-928
ENSG00000262132	5S_rRNA.1-204
ENSG00000262354	Y_RNA.1-929
ENSG00000262469	Y_RNA.1-930
ENSG00000262579	U6.1-204
ENSG00000262656	U1.1-202
ENSG00000262704	U4.1-201
ENSG00000262710	Y_RNA.1-931
ENSG00000262776	7SK.1-202
ENSG00000262922	U6.1-205
ENSG00000263358	SNORD83.1-202
ENSG00000263359	SNORD83.1-203
ENSG00000263362	SNORD52.1-201
ENSG00000263367	U6.1-206
ENSG00000263418	5S_rRNA.1-205
ENSG00000263442	SNORD83.1-204
ENSG00000263467	U6.1-207
ENSG00000263474	U6.1-208
ENSG00000263491	Metazoa_SRP.1-214
ENSG00000263517	SNORA48.1-213
ENSG00000263589	SNORA48.1-214
ENSG00000263598	U6.1-209
ENSG00000263610	Y_RNA.1-932
ENSG00000263625	SNORD83.1-205
ENSG00000263638	U6.1-210
ENSG00000263671	Metazoa_SRP.1-215
ENSG00000263679	Y_RNA.1-933
ENSG00000263701	U6.1-211
ENSG00000263723	SNORD39.1-201
ENSG00000263833	Y_RNA.1-934
ENSG00000263864	SNORD48.1-201
ENSG00000263871	U1.1-203
ENSG00000263876	Y_RNA.1-935
ENSG00000263879	SNORA38.1-202
ENSG00000263896	U6.1-212
ENSG00000263912	Metazoa_SRP.1-216
ENSG00000263942	SNORA48.1-215
ENSG00000263950	Y_RNA.1-936
ENSG00000263971	U1.1-204
ENSG00000263994	SNORA38.1-203
ENSG00000264025	U6.1-213
ENSG00000264086	SNORD48.1-202
ENSG00000264153	SNORA38.1-204
ENSG00000264202	SNORD48.1-203
ENSG00000264218	Y_RNA.1-937
ENSG00000264346	SNORA77.1-204
ENSG00000264353	Y_RNA.1-938
ENSG00000264379	SNORD39.1-202
ENSG00000264389	U1.1-205
ENSG00000264393	Y_RNA.1-939
ENSG00000264415	7SK.1-203
ENSG00000264417	Metazoa_SRP.1-217
ENSG00000264452	snoZ6.1-203
ENSG00000264495	Y_RNA.1-940
ENSG00000264556	U6.1-214
ENSG00000264557	U6.1-215
ENSG00000264591	SNORD83.1-206
ENSG00000264602	Y_RNA.1-941
ENSG00000264640	U1.1-206
ENSG00000264646	Y_RNA.1-942
ENSG00000264688	Metazoa_SRP.1-218
ENSG00000264692	Y_RNA.1-943
ENSG00000264704	U1.1-207
ENSG00000264777	U6.1-216
ENSG00000264778	Y_RNA.1-944
ENSG00000264809	Metazoa_SRP.1-219
ENSG00000264846	Y_RNA.1-945
ENSG00000264847	Y_RNA.1-946
ENSG00000264866	Metazoa_SRP.1-220
ENSG00000264887	Y_RNA.1-947
ENSG00000264893	U1.1-208
ENSG00000264905	Y_RNA.1-948
ENSG00000264909	U1.1-209
ENSG00000264915	Y_RNA.1-949
ENSG00000264951	U6.1-217
ENSG00000264955	Y_RNA.1-950
ENSG00000264960	U1.1-210
ENSG00000264997	SNORD39.1-203
ENSG00000264998	U1.1-211
ENSG00000265013	SNORD33.1-202
ENSG00000265048	U6.1-218
ENSG00000265059	U1.1-212
ENSG00000265071	Y_RNA.1-951
ENSG00000265074	U1.1-213
ENSG00000265105	Y_RNA.1-952
ENSG00000265116	SNORD83.1-207
ENSG00000265138	SNORA48.1-216
ENSG00000265156	SNORD52.1-202
ENSG00000265159	Y_RNA.1-953
ENSG00000265248	U1.1-214
ENSG00000265255	7SK.1-204
ENSG00000265278	Y_RNA.1-954
ENSG00000265323	Y_RNA.1-955
ENSG00000265325	SNORD83.1-208
ENSG00000265326	Metazoa_SRP.1-221
ENSG00000265335	snoMe28S-Am2634.1-203
ENSG00000265351	U6.1-219
ENSG00000265495	SNORA48.1-217
ENSG00000265509	Y_RNA.1-956
ENSG00000265602	SNORA48.1-218
ENSG00000265607	SNORD83.1-209
ENSG00000265633	7SK.1-205
ENSG00000265634	SNORD33.1-203
ENSG00000265663	SNORD33.1-204
ENSG00000265674	SNORA48.1-219
ENSG00000265706	SNORD53_SNORD92.1-201
ENSG00000265707	SNORD52.1-203
ENSG00000265732	SNORD48.1-204
ENSG00000265733	SNORA74.1-206
ENSG00000265738	Y_RNA.1-957
ENSG00000265754	SNORA38.1-205
ENSG00000265795	U6.1-220
ENSG00000265816	5S_rRNA.1-206
ENSG00000265838	U1.1-215
ENSG00000265849	SNORD83.1-210
ENSG00000265852	Y_RNA.1-958
ENSG00000265889	Y_RNA.1-959
ENSG00000265896	Y_RNA.1-960
ENSG00000265920	U6.1-221
ENSG00000265926	SNORD33.1-205
ENSG00000265955	Y_RNA.1-961
ENSG00000265961	Y_RNA.1-962
ENSG00000265983	U1.1-216
ENSG00000266004	SNORA38.1-206
ENSG00000266035	5S_rRNA.1-207
ENSG00000266081	U1.1-217
ENSG00000266113	Y_RNA.1-963
ENSG00000266119	Y_RNA.1-964
ENSG00000266132	SNORD33.1-206
ENSG00000266178	Y_RNA.1-965
ENSG00000266191	Metazoa_SRP.1-222
ENSG00000266231	U6.1-222
ENSG00000266250	Y_RNA.1-966
ENSG00000266263	7SK.1-206
