Ensembl ID	Uniprot-SPTREMBL ID
ENSG00000033050	C9JZV3
ENSG00000033050	Q9UG63
ENSG00000033100	C9JZF7
ENSG00000033100	G5E9W2
ENSG00000033100	H7C5L5
ENSG00000033100	Q9P2E5
ENSG00000033122	B1AKT2
ENSG00000033122	F8WE45
ENSG00000033122	Q96NW7
ENSG00000033170	G3V4A8
ENSG00000033170	G3V509
ENSG00000033170	G3V530
ENSG00000033170	G3V5E3
ENSG00000033170	G3V5Z4
ENSG00000033170	G3XAD2
ENSG00000033170	Q546E0
ENSG00000033170	Q9BYC5
ENSG00000033178	A0A024RDB0
ENSG00000033178	A0AVT1
ENSG00000033178	B3KSS1
ENSG00000033178	H0Y9U5
ENSG00000033327	E9PJ26
ENSG00000033327	E9PJE2
ENSG00000033327	Q9UQC2
ENSG00000033627	B7Z2A9
ENSG00000033627	B7Z2J9
ENSG00000033627	B7Z641
ENSG00000033627	F5H1T6
ENSG00000033627	K7ELZ6
ENSG00000033627	K7EM24
ENSG00000033627	K7EN36
ENSG00000033627	K7ENA1
ENSG00000033627	K7EPG4
ENSG00000033627	K7EQW2
ENSG00000033627	K7ERA6
ENSG00000033627	Q93050
ENSG00000033800	B3KSY9
ENSG00000033800	H3BSI8
ENSG00000033800	H3BUL7
ENSG00000033800	O75925
ENSG00000033800	Q1XBU8
ENSG00000033867	C9JRP1
ENSG00000033867	E9PFN4
ENSG00000033867	H7C3C4
ENSG00000033867	Q9Y6M7
ENSG00000034053	H0YL28
ENSG00000034053	H0YMS0
ENSG00000034053	H0YNE8
ENSG00000034053	H0YNG7
ENSG00000034053	Q99767
ENSG00000034152	D3DXI2
ENSG00000034152	E9PMA8
ENSG00000034152	E9PRZ0
ENSG00000034152	J3KRV4
ENSG00000034152	J3QL77
ENSG00000034152	J3QR49
ENSG00000034152	P46734
ENSG00000034152	Q6FI23
ENSG00000034152	X6RB39
ENSG00000034239	A0A024R7U5
ENSG00000034239	A0A024R7U7
ENSG00000034239	H9KVD9
ENSG00000034239	Q9HAE3
ENSG00000034510	D6W5K2
ENSG00000034510	P63313
ENSG00000034533	B4DFL9
ENSG00000034533	D6R9W5
ENSG00000034533	D6RG30
ENSG00000034533	D6RGH3
ENSG00000034533	D6RJF1
ENSG00000034533	Q2TB18
ENSG00000034677	A3KCU8
ENSG00000034677	E7EQ63
ENSG00000034677	E7EQV8
ENSG00000034677	E7ETB2
ENSG00000034677	Q9NV58
ENSG00000034693	P56589
ENSG00000034693	Q7Z6V3
ENSG00000034713	H3BQ50
ENSG00000034713	H3BSM5
ENSG00000034713	H3BU36
ENSG00000034713	P60520
ENSG00000034971	B4DV60
ENSG00000034971	B6V6K7
ENSG00000034971	Q99972
ENSG00000035115	C9J4Z8
ENSG00000035115	C9JJI3
ENSG00000035115	F5GYQ6
ENSG00000035115	H7C1B8
ENSG00000035115	H7C499
ENSG00000035115	Q96HL8
ENSG00000035141	B0AZT6
ENSG00000035141	C9J2Y4
ENSG00000035141	C9JF51
ENSG00000035141	E7EQY1
ENSG00000035141	Q96C01
ENSG00000035403	A0A024QZN4
ENSG00000035403	P18206
ENSG00000035403	Q5JQ13
ENSG00000035403	V9HWK2
ENSG00000035499	D6RDV9
ENSG00000035499	D6RIB0
ENSG00000035499	F5H072
ENSG00000035499	Q8WUY9
ENSG00000035664	A0A024R603
ENSG00000035664	H0YKW8
ENSG00000035664	H0YL86
ENSG00000035664	H0YLP5
ENSG00000035664	H0YMK1
ENSG00000035664	Q9UIK4
ENSG00000035681	E5RGF5
ENSG00000035681	E5RGU2
ENSG00000035681	Q92636
ENSG00000035687	A0A024R5Q7
ENSG00000035687	P30520
ENSG00000035720	A0A024RD91
ENSG00000035720	Q9ULZ2
ENSG00000035862	B4DFW2
ENSG00000035862	K7EIX4
ENSG00000035862	K7EL90
ENSG00000035862	P16035
ENSG00000035928	D6RAD2
ENSG00000035928	E0CX09
ENSG00000035928	H0Y8U4
ENSG00000035928	P35251
ENSG00000036054	B3KS68
ENSG00000036054	C9IZ32
ENSG00000036054	C9JAM5
ENSG00000036054	E9PGE5
ENSG00000036054	Q9NUY8
ENSG00000036257	A0A024R475
ENSG00000036257	H7C1J0
ENSG00000036257	Q13618
ENSG00000036257	Q53RD1
ENSG00000036257	Q53S54
ENSG00000036448	P54296
ENSG00000036473	P00480
ENSG00000036530	G3V366
ENSG00000036530	H0YJI0
ENSG00000036530	Q9Y6A2
ENSG00000036549	C9J283
ENSG00000036549	C9JUA4
ENSG00000036549	Q8IYH5
ENSG00000036565	E5RK12
ENSG00000036565	P54219
ENSG00000036565	Q96GL6
ENSG00000036672	B7Z7C2
ENSG00000036672	E9PJ34
ENSG00000036672	E9PSH6
ENSG00000036672	O75604
ENSG00000036828	E7ENE0
ENSG00000036828	P41180
ENSG00000036828	Q2F3K2
ENSG00000036828	Q2F3K3
ENSG00000036828	Q2F3K4
ENSG00000036828	Q2F3K5
ENSG00000036828	Q2F3K6
ENSG00000037042	Q9NRH3
ENSG00000037241	E5RHH1
ENSG00000037241	E5RIT6
ENSG00000037241	Q9UNX3
ENSG00000037280	B5A927
ENSG00000037280	D6RFF2
ENSG00000037280	E9PD35
ENSG00000037280	P35916
ENSG00000037474	Q08J23
ENSG00000037637	A0A024QZB0
ENSG00000037637	Q6P3S6
ENSG00000037637	X6RKU3
ENSG00000037749	E5RHQ6
ENSG00000037749	E5RJ59
ENSG00000037749	P55082
ENSG00000037757	K7EM59
ENSG00000037757	Q9BV20
ENSG00000037897	A0A024RB62
ENSG00000037897	F8VSD9
ENSG00000037897	Q9UBP6
ENSG00000037965	P31273
ENSG00000038002	H0Y9C7
ENSG00000038002	P20933
ENSG00000038002	Q6LD43
ENSG00000038210	G5E9Z4
ENSG00000038210	Q8TCG2
ENSG00000038219	F8WDD0
ENSG00000038219	Q8NFC6
ENSG00000038274	E5RJR3
ENSG00000038274	H7C0X7
ENSG00000038274	Q9NZL9
ENSG00000038295	D6RAK5
ENSG00000038295	D6RBI6
ENSG00000038295	D6RCE0
ENSG00000038295	E9PD25
ENSG00000038295	O43897
ENSG00000038358	I3L0V0
ENSG00000038358	I3L3M2
ENSG00000038358	Q6P2E9
ENSG00000038382	E7EPJ7
ENSG00000038382	E7EWP2
ENSG00000038382	F5H228
ENSG00000038382	O75962
ENSG00000038427	A0A024RAL1
ENSG00000038427	A0A024RAP3
ENSG00000038427	A0A024RAQ9
ENSG00000038427	B7Z3R6
ENSG00000038427	D6RGZ6
ENSG00000038427	E9PF17
ENSG00000038427	P13611
ENSG00000038427	Q86W61
ENSG00000038532	H7BZJ9
ENSG00000038532	Q2KHT3
ENSG00000038945	B4DDJ5
ENSG00000038945	E5RFI4
ENSG00000038945	E5RFW8
ENSG00000038945	E5RI91
ENSG00000038945	F5GZJ2
ENSG00000038945	H0YBY2
ENSG00000038945	P21757
ENSG00000039068	B3GN61
ENSG00000039068	H3BNC6
ENSG00000039068	H3BVI7
ENSG00000039068	P12830
ENSG00000039068	Q9UII8
ENSG00000039123	D6REC7
ENSG00000039123	P42285
ENSG00000039139	O95496
ENSG00000039139	Q8TE73
ENSG00000039319	B3KXA7
ENSG00000039319	D6RC80
ENSG00000039319	H0YAB1
ENSG00000039319	Q7Z3T8
ENSG00000039523	H3BMG9
ENSG00000039523	H3BQI5
ENSG00000039523	H3BS40
ENSG00000039523	H3BSV5
ENSG00000039523	H3BUP6
ENSG00000039523	H3BV02
ENSG00000039523	Q6ZS17
ENSG00000039537	C9JC72
ENSG00000039537	C9JX36
ENSG00000039537	P13671
ENSG00000039560	B3KMZ9
ENSG00000039560	D6R9G4
ENSG00000039560	D6R9G6
ENSG00000039560	D6RB25
ENSG00000039560	D6RB27
ENSG00000039560	D6RBW6
ENSG00000039560	D6RBY4
ENSG00000039560	D6RDL2
ENSG00000039560	D6RE17
ENSG00000039560	D6REL2
ENSG00000039560	D6RF74
ENSG00000039560	Q9P0K7
ENSG00000039600	B4DXW7
ENSG00000039600	O94993
ENSG00000039650	M0QX49
ENSG00000039650	M0QYH2
ENSG00000039650	M0QYI1
ENSG00000039650	M0R000
ENSG00000039650	M0R3C8
ENSG00000039650	Q96T60
ENSG00000039987	Q8NFU1
ENSG00000040199	G3V1T8
ENSG00000040199	H3BMS5
ENSG00000040199	I3L187
ENSG00000040199	Q6ZVD8
ENSG00000040275	D6R936
ENSG00000040275	D6RC83
ENSG00000040275	D6RCL1
ENSG00000040275	D6RDK5
ENSG00000040275	D6REZ1
ENSG00000040275	D6RIB8
ENSG00000040275	D6RIF7
ENSG00000040275	Q96EA4
ENSG00000040341	E5RFK1
ENSG00000040341	E5RGQ5
ENSG00000040341	E5RGT3
ENSG00000040341	E5RJ67
ENSG00000040341	E5RJN7
ENSG00000040341	E7EPX0
ENSG00000040341	E7EVI1
ENSG00000040341	E7EVJ4
ENSG00000040341	E9PH62
ENSG00000040341	F8VPI7
ENSG00000040341	G5EA18
ENSG00000040341	H0YBY0
ENSG00000040341	Q4LE57
ENSG00000040341	Q9NUL3
ENSG00000040487	A0A024RA97
ENSG00000040487	A0A024RAA1
ENSG00000040487	A2A2E6
ENSG00000040487	E9PJZ6
ENSG00000040487	E9PL93
ENSG00000040487	Q6ZP29
ENSG00000040531	A8MXW3
ENSG00000040531	C9JMM9
ENSG00000040531	F5H4I4
ENSG00000040531	I3L0Z6
ENSG00000040531	I3L1K8
ENSG00000040531	I3L484
ENSG00000040531	I3L4A9
ENSG00000040531	O60931
ENSG00000040608	Q9BZR6
ENSG00000040633	B3KVH8
ENSG00000040633	B4DLK6
ENSG00000040633	I3L0X3
ENSG00000040633	I3L0Y2
ENSG00000040633	I3L1N0
ENSG00000040633	I3L2W6
ENSG00000040633	I3L410
ENSG00000040633	I3L4Q4
ENSG00000040633	Q9BUL5
ENSG00000040731	D6RJG0
ENSG00000040731	Q9Y6N8
ENSG00000040731	X5D8X5
ENSG00000040731	X5DNG6
ENSG00000040933	B8ZZB2
ENSG00000040933	D3DVH3
ENSG00000040933	Q96PE3
ENSG00000041353	K7ES41
ENSG00000041353	O00194
ENSG00000041357	H0YKS0
ENSG00000041357	H0YKT8
ENSG00000041357	H0YL69
ENSG00000041357	H0YLC2
ENSG00000041357	H0YLS6
ENSG00000041357	H0YMA1
ENSG00000041357	H0YMI6
ENSG00000041357	H0YMV3
ENSG00000041357	H0YMZ1
ENSG00000041357	H0YN18
ENSG00000041357	P25789
ENSG00000041357	Q7Z474
ENSG00000041515	Q9Y6X6
ENSG00000041802	F8WFC6
ENSG00000041802	Q9H089
ENSG00000041880	A0A024R2X5
ENSG00000041880	F8WAY7
ENSG00000041880	Q59HF6
ENSG00000041880	Q9Y6F1
ENSG00000041982	A9YUB8
ENSG00000041982	E9PC84
ENSG00000041982	F5H5D6
ENSG00000041982	F5H7V9
ENSG00000041982	J3QSU6
ENSG00000041982	P24821
ENSG00000041988	K7EIZ2
ENSG00000041988	Q8WTV1
ENSG00000042062	F5H0X2
ENSG00000042062	Q96MK2
ENSG00000042088	A0A024R6L5
ENSG00000042088	B3KN41
ENSG00000042088	E7EPD8
ENSG00000042088	G3V2F4
ENSG00000042088	G3V2J6
ENSG00000042088	G3V2U6
ENSG00000042088	G3V3Q0
ENSG00000042088	G3V4W8
ENSG00000042088	G3V554
ENSG00000042088	G3V5B8
ENSG00000042088	G3V5F9
ENSG00000042088	G3V5H9
ENSG00000042088	H0YJL7
ENSG00000042088	Q9BRS7
ENSG00000042088	Q9NUW8
ENSG00000042286	Q9BRQ8
ENSG00000042304	Q53S99
ENSG00000042317	G3V287
ENSG00000042317	G3V2E1
ENSG00000042317	G3V2V4
ENSG00000042317	G3V3D2
ENSG00000042317	G3V491
ENSG00000042317	G3V4A9
ENSG00000042317	G3V5H6
ENSG00000042317	G3V5N2
ENSG00000042317	G3V5V8
ENSG00000042317	H0YJ93
ENSG00000042317	Q9P0W8
ENSG00000042317	V9HVY9
ENSG00000042429	E9PJZ4
ENSG00000042429	E9PKQ4
ENSG00000042429	E9PM72
ENSG00000042429	Q9NVC6
ENSG00000042445	I0EZ74
ENSG00000042445	Q6NUM9
ENSG00000042493	B4DU58
ENSG00000042493	B8ZZL6
ENSG00000042493	E7ENU9
ENSG00000042493	H7C0X8
ENSG00000042493	P40121
ENSG00000042493	V9HW69
ENSG00000042753	M0QYZ2
ENSG00000042753	M0QZ21
ENSG00000042753	M0R0N4
ENSG00000042753	M0R1S0
ENSG00000042753	P53680
ENSG00000042753	X6R390
ENSG00000042781	O75445
ENSG00000042813	C9JIS7
ENSG00000042813	F8WDW2
ENSG00000042813	Q9BS86
ENSG00000042832	E5RG33
ENSG00000042832	E7EVM0
ENSG00000042832	F5GWW5
ENSG00000042832	H0YBR7
ENSG00000042832	P01266
ENSG00000042832	Q9NYD9
ENSG00000042832	Q9NYM1
ENSG00000042980	B4DDY3
ENSG00000042980	E5RGY1
ENSG00000042980	E5RJQ1
ENSG00000042980	Q9UKQ2
ENSG00000043039	G3V397
ENSG00000043039	Q9UMQ3
ENSG00000043093	C9J0B2
ENSG00000043093	C9J8R4
ENSG00000043093	C9JRU6
ENSG00000043093	C9JUW4
ENSG00000043093	C9JVE2
ENSG00000043093	F8WC32
ENSG00000043093	Q96GG9
ENSG00000043143	B3KPL2
ENSG00000043143	B5MBX1
ENSG00000043143	C9J929
ENSG00000043143	D6R9B8
ENSG00000043143	G3XAA4
ENSG00000043143	Q9NQC1
ENSG00000043355	A0A024RDY6
ENSG00000043355	O95409
ENSG00000043462	E5RKA2
ENSG00000043462	E7ESF6
ENSG00000043462	Q13094
ENSG00000043514	B4DK89
ENSG00000043514	Q3T7B4
ENSG00000043514	Q3T7B8
ENSG00000043514	Q3T7C3
ENSG00000043514	Q3T7C7
ENSG00000043514	Q5QPK7
ENSG00000043514	Q9H3H1
ENSG00000043514	S4R2Z0
ENSG00000043514	S4R3F4
ENSG00000043514	S4R3U8
ENSG00000043591	P08588
ENSG00000044012	Q16661
ENSG00000044090	Q14999
ENSG00000044115	B4DKT9
ENSG00000044115	B4E2G8
ENSG00000044115	E5RFG3
ENSG00000044115	E5RFK9
ENSG00000044115	E5RFM3
ENSG00000044115	E5RFM5
ENSG00000044115	E5RG03
ENSG00000044115	E5RGD2
ENSG00000044115	E5RGG4
ENSG00000044115	E5RGS1
ENSG00000044115	E5RGU3
ENSG00000044115	E5RGY6
ENSG00000044115	E5RGY7
ENSG00000044115	E5RHJ5
ENSG00000044115	E5RHR7
ENSG00000044115	E5RHV7
ENSG00000044115	E5RHY5
ENSG00000044115	E5RIB1
ENSG00000044115	E5RIE0
ENSG00000044115	E5RIT8
ENSG00000044115	E5RJ41
ENSG00000044115	E5RJ43
ENSG00000044115	E5RJC9
ENSG00000044115	E5RJL0
ENSG00000044115	E5RJP7
ENSG00000044115	E5RJZ2
ENSG00000044115	F8W845
ENSG00000044115	G3XAM7
ENSG00000044115	H0YBB8
ENSG00000044115	P35221
ENSG00000044446	P46019
ENSG00000044459	Q9NXG0
ENSG00000044524	C9JXA2
ENSG00000044524	P29320
ENSG00000044574	P11021
ENSG00000044574	V9HWB4
ENSG00000046604	J3KSI6
ENSG00000046604	Q14126
ENSG00000046647	A0A024RBX2
ENSG00000046647	H7BYE2
ENSG00000046647	Q9NWZ8
ENSG00000046651	A6NF31
ENSG00000046651	A8K2T9
ENSG00000046651	B4DLQ3
ENSG00000046651	E9KL37
ENSG00000046651	O75665
ENSG00000046651	Q4VAK3
ENSG00000046653	A0A024RBV7
ENSG00000046653	A0A024RBX1
ENSG00000046653	B7Z248
ENSG00000046653	B7Z613
ENSG00000046653	C9J028
ENSG00000046653	C9J8H8
ENSG00000046653	C9JZE8
ENSG00000046653	H7C5A8
ENSG00000046653	Q13491
ENSG00000046774	Q9UBF1
ENSG00000046889	Q56UR8
ENSG00000046889	Q70Z35
ENSG00000047056	C9JGR9
ENSG00000047056	E7EQ49
ENSG00000047056	Q9Y2I8
ENSG00000047188	D6R9T8
ENSG00000047188	D6RA70
ENSG00000047188	D6RF50
ENSG00000047188	Q9H6S0
ENSG00000047230	A0A024RC00
ENSG00000047230	Q9NRF8
ENSG00000047249	A0A024R7U9
ENSG00000047249	A0A024R7X3
ENSG00000047249	E5RG49
ENSG00000047249	E5RHH0
ENSG00000047249	E5RJG1
ENSG00000047249	E5RK31
ENSG00000047249	G3V126
ENSG00000047249	H0YB41
ENSG00000047249	Q9UI12
ENSG00000047315	B2WTN6
ENSG00000047315	C9J2Y9
ENSG00000047315	C9J4M6
ENSG00000047315	C9JMN3
ENSG00000047315	C9JZW8
ENSG00000047315	P30876
ENSG00000047346	H0Y3Q9
ENSG00000047346	H3BNT9
ENSG00000047346	H3BQ29
ENSG00000047346	H3BSJ2
ENSG00000047346	H3BTD0
ENSG00000047346	H3BU00
ENSG00000047346	H3BUJ2
ENSG00000047346	Q32MH5
ENSG00000047346	Q658Z0
ENSG00000047346	Q6DKH7
ENSG00000047365	D6RAD6
ENSG00000047365	D6RC39
ENSG00000047365	Q8WZ64
ENSG00000047410	P12270
ENSG00000047410	Q15624
ENSG00000047410	Q5SWX9
ENSG00000047410	Q9UE33
ENSG00000047457	D6RE86
ENSG00000047457	E9PFZ2
ENSG00000047457	H7C5N5
ENSG00000047457	H7C5R1
ENSG00000047457	P00450
ENSG00000047578	B4DHT8
ENSG00000047578	O60303
ENSG00000047579	D6RAR7
ENSG00000047579	D6RAX1
ENSG00000047579	D6RB80
ENSG00000047579	D6RCT8
ENSG00000047579	D6RID1
ENSG00000047579	D6RJC6
ENSG00000047579	Q96EV8
ENSG00000047597	P51811
ENSG00000047597	Q2Z218
ENSG00000047617	F5H806
ENSG00000047617	Q69YW4
ENSG00000047617	Q9NQ90
ENSG00000047621	F5GXX6
ENSG00000047621	F5H271
ENSG00000047621	F5H744
ENSG00000047621	H0YGS6
ENSG00000047621	Q9NQ89
ENSG00000047634	A0A024RBY0
ENSG00000047634	A0A024RBZ7
ENSG00000047634	Q5H966
ENSG00000047634	Q9UN30
ENSG00000047644	Q9ULE0
ENSG00000047644	T2C6S4
ENSG00000047648	B4DN35
ENSG00000047648	H7BYE6
ENSG00000047648	O43182
ENSG00000047662	Q9ULE4
ENSG00000047849	B4DSQ1
ENSG00000047849	B5MEG9
ENSG00000047849	E7EVA0
ENSG00000047849	E9PGM5
ENSG00000047849	F8W9U4
ENSG00000047849	H0Y2V1
ENSG00000047849	P27816
ENSG00000047849	Q86Y04
ENSG00000047932	Q9HD26
ENSG00000047932	T1WEI3
ENSG00000047932	T1WFC1
ENSG00000047936	H0Y3T9
ENSG00000047936	P08922
ENSG00000047936	Q5H8Y1
ENSG00000048028	B4E3L3
ENSG00000048028	F5GZ74
ENSG00000048028	F5H2G4
ENSG00000048028	F5H6Q3
ENSG00000048028	G3V1N5
ENSG00000048028	H0YFX3
ENSG00000048028	H0YG96
ENSG00000048028	Q6NZX9
ENSG00000048028	Q96RU2
ENSG00000048028	Q96SV4
ENSG00000048052	B5MCF1
ENSG00000048052	B7Z3P7
ENSG00000048052	C9IZS0
ENSG00000048052	C9J1W4
ENSG00000048052	C9J835
ENSG00000048052	C9JD56
ENSG00000048052	C9JLX1
ENSG00000048052	F8WDS2
ENSG00000048052	Q75N08
ENSG00000048052	Q75N10
ENSG00000048052	Q75N14
ENSG00000048052	Q75N15
ENSG00000048052	Q75N16
ENSG00000048052	Q8N926
ENSG00000048052	Q9UKV0
ENSG00000048140	A0A024R7Q6
ENSG00000048140	A0A024R7R2
ENSG00000048140	D6RBW9
ENSG00000048140	D6RDX8
ENSG00000048140	D6RI03
ENSG00000048140	J3KNG2
ENSG00000048140	Q96FV3
ENSG00000048162	D6RC60
ENSG00000048162	D6RG37
ENSG00000048162	D6RIC3
ENSG00000048162	Q6PIM0
ENSG00000048162	Q9Y3C1
ENSG00000048342	D6R9V3
ENSG00000048342	Q9P2K1
ENSG00000048392	E5RG52
ENSG00000048392	Q7LG56
ENSG00000048405	C9JHX9
ENSG00000048405	C9JLY3
ENSG00000048405	C9K0M9
ENSG00000048405	Q2TB10
ENSG00000048462	Q02223
ENSG00000048471	H3BPI1
ENSG00000048471	H3BT98
ENSG00000048471	J3KNF2
ENSG00000048471	Q8TEQ0
ENSG00000048540	A0A024RAT1
ENSG00000048540	A0A024RAX3
ENSG00000048540	B4DGL5
ENSG00000048540	C9JE61
ENSG00000048540	F5GYZ6
ENSG00000048540	F5GZR3
ENSG00000048540	F5H2N9
ENSG00000048540	F5H3S4
ENSG00000048540	F5H4K9
ENSG00000048540	F5H4T0
ENSG00000048540	F5H655
ENSG00000048540	F6TDU8
ENSG00000048540	Q05D86
ENSG00000048540	Q8TAP4
ENSG00000048544	A0A024RD03
ENSG00000048544	B4DP77
ENSG00000048544	P82664
ENSG00000048545	A6PVH5
ENSG00000048545	P43080
ENSG00000048649	H0YCN2
ENSG00000048649	H0YDG9
ENSG00000048649	H0YER1
ENSG00000048649	Q96T23
ENSG00000048707	B1AJZ2
ENSG00000048707	M0QXS2
ENSG00000048707	Q5THJ4
ENSG00000048707	R4GMW1
ENSG00000048740	B4DDE7
ENSG00000048740	B4DIB6
ENSG00000048740	B4DT00
ENSG00000048740	B4DZ01
ENSG00000048740	E9PC62
ENSG00000048740	O95319
ENSG00000048740	Q5VZZ6
ENSG00000048740	V9GY47
ENSG00000048740	V9GYD9
ENSG00000048828	Q9NZB2
ENSG00000048991	B4DLH6
ENSG00000048991	C9JIX1
ENSG00000048991	C9JIX3
ENSG00000048991	Q15032
ENSG00000048991	Q4ZG59
ENSG00000048991	Q53SQ1
ENSG00000049089	B1AKJ1
ENSG00000049089	B1AKJ3
ENSG00000049089	D3DPU8
ENSG00000049089	Q14055
ENSG00000049130	A0A024RBC0
ENSG00000049130	A0A024RBF5
ENSG00000049130	P21583
ENSG00000049130	S4R384
ENSG00000049130	S4R442
ENSG00000049167	B3KPW7
ENSG00000049167	C9JNT2
ENSG00000049167	G3XAG7
ENSG00000049167	Q13216
ENSG00000049192	Q5IR90
ENSG00000049192	Q9UKP5
ENSG00000049239	O95479
ENSG00000049239	R4GMU1
ENSG00000049245	K7EKX0
ENSG00000049245	Q15836
ENSG00000049245	Q6FGG2
ENSG00000049246	A2I2N5
ENSG00000049246	B4DR65
ENSG00000049246	P56645
ENSG00000049246	Q8TAR6
ENSG00000049247	O95399
ENSG00000049247	Q5H8X8
ENSG00000049249	K7EJ11
ENSG00000049249	K7EJQ2
ENSG00000049249	Q07011
ENSG00000049283	D6R907
ENSG00000049283	D6RBI9
ENSG00000049283	D6RBR6
ENSG00000049283	D6REL6
ENSG00000049283	D6RFG3
ENSG00000049283	I6L9I8
ENSG00000049283	Q9H201
ENSG00000049323	C9JD84
ENSG00000049323	C9JDW2
ENSG00000049323	E7EUU6
ENSG00000049323	E7EV71
ENSG00000049323	H7C0I7
ENSG00000049323	H7C2H7
ENSG00000049323	H7C4L5
ENSG00000049323	Q14766
ENSG00000049449	B7Z1M1
ENSG00000049449	E9PP27
ENSG00000049449	H0YDA4
ENSG00000049449	Q15293
ENSG00000049449	Q5J7V8
ENSG00000049449	V9HW95
ENSG00000049540	A7L3I8
ENSG00000049540	B3KRT8
ENSG00000049540	E7EN51
ENSG00000049540	E7EN65
ENSG00000049540	E7ENM0
ENSG00000049540	E7ENW7
ENSG00000049540	E7EP82
ENSG00000049540	E7EQH8
ENSG00000049540	E7ETP7
ENSG00000049540	E7EWS8
ENSG00000049540	E9PGX4
ENSG00000049540	F8WAH6
ENSG00000049540	G3V0G6
ENSG00000049540	G5E950
ENSG00000049540	H7C3K0
ENSG00000049540	P15502
ENSG00000049540	Q9UMK5
ENSG00000049541	F8WC37
ENSG00000049541	F8WDC9
ENSG00000049541	H7C5G4
ENSG00000049541	H7C5S7
ENSG00000049541	P35250
ENSG00000049541	Q75MT5
ENSG00000049618	H0Y2R3
ENSG00000049618	H0Y3S9
ENSG00000049618	H0Y7H8
ENSG00000049618	Q8NFD5
ENSG00000049656	B3KY18
ENSG00000049656	G5E9Z2
ENSG00000049656	Q96KA5
ENSG00000049759	A0A024R281
ENSG00000049759	A0A024R2A4
ENSG00000049759	F5H602
ENSG00000049759	K7EKL1
ENSG00000049759	K7EN51
ENSG00000049759	K7ENS6
ENSG00000049759	K7ERN1
ENSG00000049759	Q5XLQ3
ENSG00000049759	Q96PU5
ENSG00000049768	B7ZLG1
ENSG00000049768	Q9BZS1
ENSG00000049769	F5H262
ENSG00000049769	Q0D2I0
ENSG00000049769	Q6ZSY5
ENSG00000049860	D6REQ8
ENSG00000049860	P07686
ENSG00000049860	Q5URX0
ENSG00000049883	A0A024RAM6
ENSG00000049883	B3KPU6
ENSG00000049883	B7Z8R2
ENSG00000049883	D6RGK0
ENSG00000049883	D6RIZ0
ENSG00000049883	D6RJH8
ENSG00000049883	E5RHU2
ENSG00000049883	E9PFV7
ENSG00000049883	Q8WV60
ENSG00000050030	Q5QGS0
ENSG00000050130	A0A024R666
ENSG00000050130	G3V2M4
ENSG00000050130	G3V2R2
ENSG00000050130	G3V372
ENSG00000050130	G3V4D0
ENSG00000050130	Q9P055
ENSG00000050165	E9PHY3
ENSG00000050165	E9PKK9
ENSG00000050165	E9PKW6
ENSG00000050165	F6SYF8
ENSG00000050165	Q9UBP4
ENSG00000050327	B3KQX6
ENSG00000050327	C9J591
ENSG00000050327	H9XFB6
ENSG00000050327	Q12774
ENSG00000050344	Q9Y4A8
ENSG00000050344	U3KQ19
ENSG00000050393	Q96AQ8
ENSG00000050405	F8VQE1
ENSG00000050405	F8VRN8
ENSG00000050405	F8VS07
ENSG00000050405	F8VTU2
ENSG00000050405	F8VVQ7
ENSG00000050405	Q9UHB6
ENSG00000050426	F8VP71
ENSG00000050426	F8VPY5
ENSG00000050426	F8VQE7
ENSG00000050426	F8VR33
ENSG00000050426	F8VR35
ENSG00000050426	F8VS60
ENSG00000050426	F8VTR1
ENSG00000050426	F8VUZ8
ENSG00000050426	F8VVQ3
ENSG00000050426	F8VXQ4
ENSG00000050426	F8VZA2
ENSG00000050426	F8W0R0
ENSG00000050426	F8W1U1
ENSG00000050426	F8W1Z2
ENSG00000050426	F8W6J0
ENSG00000050426	F8WCD9
ENSG00000050426	Q6P1Q0
ENSG00000050438	Q2Y0W8
ENSG00000050555	Q5JTC4
ENSG00000050555	Q9Y6N6
ENSG00000050628	B1AK19
ENSG00000050628	B2KKV4
ENSG00000050628	O00325
ENSG00000050628	P43115
ENSG00000050628	Q5CZ57
ENSG00000050628	Q5CZ60
ENSG00000050628	Q5CZ61
ENSG00000050628	Q9UBW3
ENSG00000050730	H0Y9J7
ENSG00000050730	Q96KP6
ENSG00000050748	D7R525
ENSG00000050748	D7R528
ENSG00000050748	E5RJ57
ENSG00000050748	J3KNK1
ENSG00000050748	P45984
ENSG00000050767	Q86Y22
ENSG00000050820	F5H855
ENSG00000050820	H3BP62
ENSG00000050820	H3BQJ7
ENSG00000050820	H3BSB2
ENSG00000050820	H3BSY4
ENSG00000050820	H3BTB0
ENSG00000050820	H3BTL5
ENSG00000050820	H3BU42
ENSG00000050820	H3BVF0
ENSG00000050820	P56945
ENSG00000050820	Q8NC57
ENSG00000051009	E9PJK5
ENSG00000051009	Q8N612
ENSG00000051108	B4DXX2
ENSG00000051108	B4E3N8
ENSG00000051108	H3BP08
ENSG00000051108	H3BRS4
ENSG00000051108	H3BTT7
ENSG00000051108	Q15011
ENSG00000051108	Q9HBR2
ENSG00000051128	M0QYF9
ENSG00000051128	M0QZN1
ENSG00000051128	M0R2T8
ENSG00000051128	M0R2U7
ENSG00000051128	Q9NSC5
ENSG00000051180	E9PI54
ENSG00000051180	E9PJ30
ENSG00000051180	E9PNT5
ENSG00000051180	Q06609
ENSG00000051180	Q9NZG9
ENSG00000051341	O75417
