Ensembl ID	Clone_based_ensembl_transcript ID
ENSG00000225056	RP11-218C14.5-001
ENSG00000225057	AC096574.4-001
ENSG00000225057	AC096574.4-002
ENSG00000225058	RP11-132N15.1-001
ENSG00000225062	AC021016.6-001
ENSG00000225062	AC021016.6-002
ENSG00000225063	RP11-383G10.5-001
ENSG00000225064	AC007879.6-001
ENSG00000225066	RP1-272E8.1-001
ENSG00000225069	RP5-1025A1.2-001
ENSG00000225071	GS1-184P14.2-001
ENSG00000225075	RP11-426L16.3-001
ENSG00000225076	AC002365.4-001
ENSG00000225078	RP11-123N4.4-001
ENSG00000225079	RP4-655N15.3-001
ENSG00000225082	RP11-29H23.2-001
ENSG00000225083	RP11-391H12.5-001
ENSG00000225083	RP11-391H12.5-002
ENSG00000225084	AL450226.2-001
ENSG00000225085	RP11-15B24.1-001
ENSG00000225087	RP4-660H19.1-001
ENSG00000225092	RP11-405O10.2-001
ENSG00000225093	RP1-111B22.2-001
ENSG00000225094	RP11-312H15.3-001
ENSG00000225096	XXbac-BPG55C20.7-001
ENSG00000225098	AP000354.3-001
ENSG00000225099	RP5-848E13.1-001
ENSG00000225100	RP11-479O17.7-001
ENSG00000225102	RP11-456H18.1-001
ENSG00000225105	RP11-165I9.6-001
ENSG00000225106	RP11-429E11.2-001
ENSG00000225106	RP11-429E11.2-002
ENSG00000225107	AC092484.1-001
ENSG00000225108	AC013268.2-001
ENSG00000225110	LL0XNC01-16G2.1-001
ENSG00000225111	AC083900.1-001
ENSG00000225112	RP11-295P9.6-001
ENSG00000225113	RP5-1160K1.3-001
ENSG00000225116	RP11-137F15.1-001
ENSG00000225117	AC002992.3-001
ENSG00000225118	RP11-477L16.2-001
ENSG00000225122	RP11-408E1.1-001
ENSG00000225123	RP11-255A11.4-001
ENSG00000225124	AC023271.2-001
ENSG00000225125	RP11-1114A5.3-001
ENSG00000225126	RP4-549F15.1-001
ENSG00000225127	RP5-872K7.2-002
ENSG00000225127	RP5-872K7.2-003
ENSG00000225127	RP5-872K7.2-004
ENSG00000225128	AC074112.1-001
ENSG00000225128	AC074112.1-002
ENSG00000225129	RP4-614C15.2-001
ENSG00000225131	RP11-278A16.1-001
ENSG00000225133	RP11-74J13.6-001
ENSG00000225135	RP11-361F15.2-001
ENSG00000225136	AC096767.2-001
ENSG00000225137	RP11-56A21.4-001
ENSG00000225138	CTD-2228K2.7-001
ENSG00000225138	CTD-2228K2.7-002
ENSG00000225138	CTD-2228K2.7-003
ENSG00000225138	CTD-2228K2.7-004
ENSG00000225138	CTD-2228K2.7-005
ENSG00000225138	CTD-2228K2.7-006
ENSG00000225138	CTD-2228K2.7-007
ENSG00000225140	RP11-809C18.3-001
ENSG00000225142	RP11-490K7.1-001
ENSG00000225144	AC018643.4-001
ENSG00000225146	AC073957.15-001
ENSG00000225147	AC005215.1-001
ENSG00000225148	RP5-899B16.2-001
ENSG00000225151	AC103965.1-001
ENSG00000225151	AC103965.1-004
ENSG00000225151	AC103965.1-005
ENSG00000225151	AC103965.1-006
ENSG00000225151	AC103965.1-007
ENSG00000225151	AC103965.1-008
ENSG00000225151	AC103965.1-009
ENSG00000225151	AC103965.1-010
ENSG00000225151	AC103965.1-011
ENSG00000225151	AC103965.1-012
ENSG00000225152	RP11-338O1.2-001
ENSG00000225154	RP11-184J23.2-001
ENSG00000225155	RP11-36N22.3-001
ENSG00000225156	AC012354.6-001
ENSG00000225158	RP11-340B24.3-001
ENSG00000225159	RP11-40H20.2-001
ENSG00000225163	AL133168.2-001
ENSG00000225163	AL133168.2-003
ENSG00000225165	CTD-2538A21.1-001
ENSG00000225166	AC012462.2-001
ENSG00000225167	RP4-694A7.3-001
ENSG00000225169	RP11-305E17.5-001
ENSG00000225170	RP5-828K20.1-001
ENSG00000225171	RP1-9E21.5-001
ENSG00000225172	RP11-16L9.2-001
ENSG00000225172	RP11-16L9.2-002
ENSG00000225173	XXbac-BPG308K3.5-001
ENSG00000225174	RP3-429G5.3-001
ENSG00000225174	RP3-429G5.3-002
ENSG00000225175	RP11-795A2.2-001
ENSG00000225176	RP11-503L19.2-001
ENSG00000225177	RP11-390P2.4-001
ENSG00000225177	RP11-390P2.4-002
ENSG00000225177	RP11-390P2.4-003
ENSG00000225177	RP11-390P2.4-004
ENSG00000225179	RP11-16D22.1-001
ENSG00000225179	RP11-16D22.1-002
ENSG00000225181	RP11-388K2.1-001
ENSG00000225182	AC092601.1-001
ENSG00000225183	RP4-758J24.4-001
ENSG00000225184	XXbac-BCX196D17.5-001
ENSG00000225185	RP11-481K9.4-001
ENSG00000225187	AC073283.7-001
ENSG00000225188	XXbac-BPG308J9.3-001
ENSG00000225189	AC009947.1-001
ENSG00000225191	RP11-97C18.1-001
ENSG00000225192	RP11-162G10.4-001
ENSG00000225195	RP11-338E21.2-001
ENSG00000225196	RP5-1118D24.2-001
ENSG00000225198	RP11-38O23.5-001
ENSG00000225200	AB019441.29-001
ENSG00000225203	RP11-182M20.2-001
ENSG00000225205	AC093818.1-001
ENSG00000225205	AC093818.1-002
ENSG00000225205	AC093818.1-003
ENSG00000225205	AC093818.1-004
ENSG00000225205	AC093818.1-005
ENSG00000225208	RP11-107I14.2-001
ENSG00000225209	RP11-358M3.1-001
ENSG00000225210	RP11-146E13.6-001
ENSG00000225210	RP11-146E13.6-002
ENSG00000225210	RP11-146E13.6-003
ENSG00000225210	RP11-146E13.6-004
ENSG00000225210	RP11-146E13.6-005
ENSG00000225210	RP11-146E13.6-006
ENSG00000225210	RP11-146E13.6-007
ENSG00000225210	RP11-146E13.6-008
ENSG00000225213	RP11-197M22.2-001
ENSG00000225214	AC079790.2-001
ENSG00000225215	AP000766.2-001
ENSG00000225216	AC007362.3-001
ENSG00000225216	AC007362.3-002
ENSG00000225216	AC007362.3-003
ENSG00000225217	RP11-25K21.4-001
ENSG00000225218	AP001628.6-001
ENSG00000225221	RP11-7B3.3-001
ENSG00000225222	RP11-36N20.2-001
ENSG00000225224	RP4-814D15.2-001
ENSG00000225225	XXbac-B476C20.18-001
ENSG00000225226	AC007250.4-001
ENSG00000225230	AC008937.3-001
ENSG00000225231	AC091814.2-001
ENSG00000225233	RP11-554K11.2-001
ENSG00000225234	AC114810.5-001
ENSG00000225235	RP11-481F23.1-001
ENSG00000225236	AP000936.5-001
ENSG00000225238	RP1-169I5.4-001
ENSG00000225239	RP11-120J20.1-001
ENSG00000225240	AC117490.2-001
ENSG00000225242	RP4-740O15.1-001
ENSG00000225243	RP1-127D3.4-001
ENSG00000225243	RP1-127D3.4-002
ENSG00000225243	RP1-127D3.4-003
ENSG00000225244	RP11-220H4.2-001
ENSG00000225249	RP11-521H3.1-001
ENSG00000225249	RP11-521H3.1-002
ENSG00000225251	RP11-730A19.2-001
ENSG00000225253	AC011225.1-001
ENSG00000225254	RP11-403F21.1-001
ENSG00000225255	LA16c-83F12.6-001
ENSG00000225255	LA16c-83F12.6-002
ENSG00000225256	AC010682.2-001
ENSG00000225258	AC009478.1-001
ENSG00000225259	CTC-259J15.1-001
ENSG00000225261	RP5-937E21.8-001
ENSG00000225263	RP11-138D23.2-001
ENSG00000225264	AC007276.6-001
ENSG00000225264	AC007276.6-002
ENSG00000225264	AC007276.6-003
ENSG00000225265	RP11-378J18.3-001
ENSG00000225265	RP11-378J18.3-002
ENSG00000225265	RP11-378J18.3-003
ENSG00000225269	RP11-117P22.2-001
ENSG00000225270	RP11-419M24.3-001
ENSG00000225271	RP11-66N5.2-001
ENSG00000225272	RP11-466F5.4-001
ENSG00000225275	AC090958.2-001
ENSG00000225276	RP11-175J10.2-001
ENSG00000225279	RP11-536C5.2-001
ENSG00000225280	RP11-227D2.3-001
ENSG00000225280	RP11-227D2.3-002
ENSG00000225282	AP000350.6-001
ENSG00000225284	AC018693.6-001
ENSG00000225285	RP4-758J18.10-001
ENSG00000225285	RP4-758J18.10-002
ENSG00000225285	RP4-758J18.10-003
ENSG00000225285	RP4-758J18.10-004
ENSG00000225286	AC005105.2-001
ENSG00000225287	AC010682.1-001
ENSG00000225289	RP11-545P6.1-001
ENSG00000225292	RP11-57H14.3-001
ENSG00000225294	RP11-344H11.6-001
ENSG00000225295	RP11-1217F2.4-001
ENSG00000225297	RP4-612C19.2-001
ENSG00000225299	RP11-344A5.1-001
ENSG00000225300	RP11-1086F11.1-001
ENSG00000225302	RP11-539I5.1-001
ENSG00000225302	RP11-539I5.1-002
ENSG00000225303	RP11-512N4.2-001
ENSG00000225304	AC106901.1-001
ENSG00000225308	AC078791.3-001
ENSG00000225310	AC022002.5-001
ENSG00000225311	RP1-91J24.3-001
ENSG00000225313	RP11-415J8.3-001
ENSG00000225313	RP11-415J8.3-002
ENSG00000225313	RP11-415J8.3-003
ENSG00000225313	RP11-415J8.3-004
ENSG00000225313	RP11-415J8.3-005
ENSG00000225313	RP11-415J8.3-006
ENSG00000225314	AC018634.9-001
ENSG00000225315	RP11-293P20.2-001
ENSG00000225316	RP11-76K19.5-001
ENSG00000225321	RP5-828K20.2-001
ENSG00000225323	Z84721.4-001
ENSG00000225325	RP11-479J7.1-001
ENSG00000225326	AC010682.5-001
ENSG00000225328	AC019100.3-001
ENSG00000225329	RP11-325F22.5-001
ENSG00000225330	AF064860.5-001
ENSG00000225331	AP001055.6-001
ENSG00000225331	AP001055.6-002
ENSG00000225333	RP1-144F13.4-001
ENSG00000225334	RP11-449J1.1-001
ENSG00000225335	XXbac-B476C20.9-001
ENSG00000225335	XXbac-B476C20.9-002
ENSG00000225335	XXbac-B476C20.9-201
ENSG00000225337	RP11-561O23.7-001
ENSG00000225338	RP11-384C4.3-001
ENSG00000225339	RP11-513I15.6-001
ENSG00000225339	RP11-513I15.6-002
ENSG00000225339	RP11-513I15.6-003
ENSG00000225339	RP11-513I15.6-004
ENSG00000225339	RP11-513I15.6-005
ENSG00000225341	AC013269.4-001
ENSG00000225342	AC079630.4-001
ENSG00000225342	AC079630.4-002
ENSG00000225343	RP11-295F4.4-001
ENSG00000225344	RP4-738P15.4-001
ENSG00000225345	RP11-392E22.6-001
ENSG00000225345	RP11-392E22.6-002
ENSG00000225347	RP11-550E18.1-001
ENSG00000225349	RP11-820K3.2-001
ENSG00000225350	RP11-7B3.2-001
ENSG00000225352	RP11-640E11.2-001
ENSG00000225354	RP11-400G3.3-001
ENSG00000225355	RP13-331H15.1-001
ENSG00000225356	RP11-433O3.1-001
ENSG00000225358	AC079621.4-001
ENSG00000225359	RP11-540K16.2-001
ENSG00000225360	RP11-149F8.4-001
ENSG00000225361	RP11-426A6.7-002
ENSG00000225361	RP11-426A6.7-003
ENSG00000225361	RP11-426A6.7-004
ENSG00000225361	RP11-426A6.7-005
ENSG00000225364	AC010240.1-001
ENSG00000225365	AC078942.1-001
ENSG00000225369	AC009506.2-001
ENSG00000225370	AC011515.2-001
ENSG00000225371	RP11-814E24.2-001
ENSG00000225376	RP11-490D19.6-001
ENSG00000225376	RP11-490D19.6-002
ENSG00000225376	RP11-490D19.6-003
ENSG00000225376	RP11-490D19.6-004
ENSG00000225377	RP5-1103G7.4-001
ENSG00000225377	RP5-1103G7.4-002
ENSG00000225378	AC015977.6-001
ENSG00000225381	RP1-205E24.1-001
ENSG00000225382	XXbac-BPG249D20.9-001
ENSG00000225383	RP1-186E20.2-001
ENSG00000225383	RP1-186E20.2-002
ENSG00000225383	RP1-186E20.2-003
ENSG00000225383	RP1-186E20.2-004
ENSG00000225384	RP13-643D4.1-001
ENSG00000225385	RP11-350E12.4-001
ENSG00000225386	AC099754.1-001
ENSG00000225387	RP11-422P22.1-001
ENSG00000225390	XXbac-BPG296P20.14-001
ENSG00000225391	RP11-55K22.5-001
ENSG00000225391	RP11-55K22.5-002
ENSG00000225392	AC016700.4-001
ENSG00000225393	RP11-218L14.4-001
ENSG00000225394	AC106883.1-001
ENSG00000225396	RP11-69A21.2-001
ENSG00000225396	RP11-69A21.2-002
ENSG00000225397	RP11-552J9.13-001
ENSG00000225398	RP11-395L14.5-001
ENSG00000225399	RP11-3B7.1-001
ENSG00000225399	RP11-3B7.1-201
ENSG00000225400	RP11-1114A5.5-001
ENSG00000225402	AC010878.3-001
ENSG00000225404	RP11-31H2.2-001
ENSG00000225405	RP11-84A1.1-001
ENSG00000225406	AC080125.1-001
ENSG00000225407	CTD-2384B11.2-001
ENSG00000225408	RP11-207C16.4-001
ENSG00000225411	RP11-764K9.1-001
ENSG00000225413	AP000345.4-001
ENSG00000225415	RP3-509I19.1-010
ENSG00000225416	AC104843.3-001
ENSG00000225417	RP5-1178H5.2-001
ENSG00000225418	RP11-499O7.5-001
ENSG00000225420	AC104134.2-001
ENSG00000225421	AC019330.1-001
ENSG00000225422	RP11-335I12.4-001
ENSG00000225424	RP11-168C9.1-001
ENSG00000225426	DAQB-12N14.5-001
ENSG00000225426	DAQB-12N14.5-002
ENSG00000225427	RP11-600P1.2-001
ENSG00000225428	AC108479.1-001
ENSG00000225431	AP001626.1-001
ENSG00000225432	XXbac-BPG13B8.10-001
ENSG00000225433	RP11-295P22.5-001
ENSG00000225434	RP11-63P12.6-001
ENSG00000225434	RP11-63P12.6-002
ENSG00000225434	RP11-63P12.6-003
ENSG00000225437	RP1-257A15.1-001
ENSG00000225437	RP1-257A15.1-002
ENSG00000225437	RP1-257A15.1-003
ENSG00000225439	AC073263.4-001
ENSG00000225439	AC073263.4-002
ENSG00000225439	AC073263.4-003
ENSG00000225442	AC079111.1-001
ENSG00000225443	AC004938.5-001
ENSG00000225444	AC087073.1-001
ENSG00000225446	RP4-665J23.2-001
ENSG00000225447	RP11-767N6.3-001
ENSG00000225448	AC009477.7-001
ENSG00000225449	AC079776.7-001
ENSG00000225449	AC079776.7-002
ENSG00000225449	AC079776.7-003
ENSG00000225450	RP3-508I15.14-001
ENSG00000225451	RP11-340I6.5-001
ENSG00000225455	RP11-317G22.1-001
ENSG00000225457	RP11-736E3.1-001
ENSG00000225457	RP11-736E3.1-002
ENSG00000225458	RP5-1121H13.4-001
ENSG00000225460	RP13-93L13.1-001
ENSG00000225462	RP11-393M18.2-001
ENSG00000225466	AC016752.1-001
ENSG00000225469	RP3-406C18.2-001
ENSG00000225471	RP11-262D11.2-001
ENSG00000225471	RP11-262D11.2-002
ENSG00000225472	RP11-120J1.1-001
ENSG00000225472	RP11-120J1.1-002
ENSG00000225473	RP11-175P19.3-001
ENSG00000225473	RP11-175P19.3-002
ENSG00000225475	RP11-377K22.2-001
ENSG00000225476	AC013437.6-001
ENSG00000225477	CTD-2302A16.2-001
ENSG00000225478	RP1-8B22.2-001
ENSG00000225479	RP5-997K18.1-001
ENSG00000225479	RP5-997K18.1-002
ENSG00000225480	AC006548.19-001
ENSG00000225482	RP11-542E6.3-001
ENSG00000225483	RP11-38J22.2-001
ENSG00000225484	RP11-773D16.1-001
ENSG00000225484	RP11-773D16.1-002
ENSG00000225484	RP11-773D16.1-003
ENSG00000225484	RP11-773D16.1-004
ENSG00000225484	RP11-773D16.1-005
ENSG00000225484	RP11-773D16.1-006
ENSG00000225484	RP11-773D16.1-007
ENSG00000225484	RP11-773D16.1-008
ENSG00000225484	RP11-773D16.1-009
ENSG00000225484	RP11-773D16.1-010
ENSG00000225484	RP11-773D16.1-011
ENSG00000225484	RP11-773D16.1-012
ENSG00000225484	RP11-773D16.1-013
ENSG00000225486	RP11-301G21.1-001
ENSG00000225487	RP11-403P14.1-001
ENSG00000225488	RP11-760D2.1-001
ENSG00000225489	RP11-390F4.3-001
ENSG00000225489	RP11-390F4.3-002
ENSG00000225489	RP11-390F4.3-003
ENSG00000225489	RP11-390F4.3-004
ENSG00000225490	RP4-610C12.3-001
ENSG00000225491	AC012005.3-001
ENSG00000225492	RP4-644F6.3-001
ENSG00000225492	RP4-644F6.3-002
ENSG00000225493	AC092619.1-001
ENSG00000225496	AC104651.2-001
ENSG00000225497	RP11-180I22.2-001
ENSG00000225497	RP11-180I22.2-002
ENSG00000225498	AC002064.5-001
ENSG00000225501	RP11-452P23.2-001
ENSG00000225502	AF127936.6-001
ENSG00000225505	RP11-330C7.3-001
ENSG00000225506	RP1-18D14.3-001
ENSG00000225507	AC069282.6-001
ENSG00000225508	RP11-552J9.10-001
ENSG00000225509	RP11-139J15.4-001
ENSG00000225512	XXbac-BPG116M5.15-001
ENSG00000225513	RP11-165N19.2-001
ENSG00000225514	RP1-18D14.2-001
ENSG00000225518	RP11-396C23.2-001
ENSG00000225518	RP11-396C23.2-002
ENSG00000225519	RP11-236B18.2-001
ENSG00000225521	AC005237.4-001
ENSG00000225522	RP11-203F10.1-001
ENSG00000225527	RP11-383B4.4-001
ENSG00000225528	RP3-370M22.8-001
ENSG00000225530	RP11-114G1.1-001
ENSG00000225531	RP11-196I18.3-001
ENSG00000225532	XX-C2158C6.3-001
ENSG00000225533	RP11-310E22.2-001
ENSG00000225535	AC068610.3-001
ENSG00000225535	AC068610.3-002
ENSG00000225535	AC068610.3-003
ENSG00000225535	AC068610.3-004
ENSG00000225536	RP6-145B8.3-001
ENSG00000225537	AC073325.1-001
ENSG00000225539	AC018799.1-001
ENSG00000225539	AC018799.1-002
ENSG00000225539	AC018799.1-003
ENSG00000225540	XXbac-BPG116M5.16-001
ENSG00000225541	AC002480.5-001
ENSG00000225542	AC009429.1-001
ENSG00000225544	KB-1027C11.4-001
ENSG00000225545	RP11-545I10.2-001
ENSG00000225546	RP11-328J2.1-001
ENSG00000225546	RP11-328J2.1-002
ENSG00000225548	AC098973.2-001
ENSG00000225548	AC098973.2-002
ENSG00000225548	AC098973.2-003
ENSG00000225549	RP11-210H10__A.1-001
ENSG00000225549	RP11-210H10__A.1-002
ENSG00000225551	RP11-19J3.5-001
ENSG00000225552	RP11-374I17.1-001
ENSG00000225554	RP11-527D7.1-001
ENSG00000225554	RP11-527D7.1-002
ENSG00000225555	AP000320.6-001
ENSG00000225557	Z95114.6-001
ENSG00000225558	AC126118.2-001
ENSG00000225559	AC083867.4-001
ENSG00000225560	AC006158.5-001
ENSG00000225560	AC006158.5-002
ENSG00000225560	AC006158.5-003
ENSG00000225561	RP11-412H9.2-001
ENSG00000225563	AC006076.1-001
ENSG00000225564	RP11-341A22.2-001
ENSG00000225564	RP11-341A22.2-002
ENSG00000225564	RP11-341A22.2-003
ENSG00000225568	RP11-384B12.3-001
ENSG00000225570	AC013733.4-001
ENSG00000225571	XXbac-BPG248L24.10-001
ENSG00000225572	AC003077.1-001
ENSG00000225573	RP4-756H11.2-001
ENSG00000225574	GS1-542M4.2-001
ENSG00000225578	AC011322.4-001
ENSG00000225579	RP11-318G21.3-001
ENSG00000225580	RP1-159M24.1-001
ENSG00000225582	AC011193.1-001
ENSG00000225582	AC011193.1-002
ENSG00000225583	RP4-630C24.1-001
ENSG00000225585	RP11-22J15.3-001
ENSG00000225588	AC096669.1-001
ENSG00000225588	AC096669.1-002
ENSG00000225588	AC096669.1-003
ENSG00000225591	RP11-360D2.2-001
ENSG00000225594	AC098826.4-001
ENSG00000225595	XXbac-BPG308K3.6-001
ENSG00000225595	XXbac-BPG308K3.6-002
ENSG00000225595	XXbac-BPG308K3.6-003
ENSG00000225598	RP11-339D23.1-001
ENSG00000225602	RP11-99P18.1-001
ENSG00000225602	RP11-99P18.1-002
ENSG00000225603	RP11-325P15.1-001
ENSG00000225604	XXbac-BPG308K3.6-001
ENSG00000225605	RP11-550H2.1-001
ENSG00000225606	AC005281.2-001
ENSG00000225609	AC007562.5-001
ENSG00000225610	AC007679.3-001
ENSG00000225611	RP11-70C1.1-001
ENSG00000225612	AC099552.2-001
ENSG00000225613	RP11-771D21.2-001
ENSG00000225616	RP4-604A21.1-001
ENSG00000225618	NCRNA00171-202
ENSG00000225619	AC009232.2-001
ENSG00000225619	AC009232.2-002
ENSG00000225620	RP11-569A11.2-001
ENSG00000225623	RP4-795A5.1-001
ENSG00000225624	AC009494.1-001
ENSG00000225625	RP11-31H5.1-001
ENSG00000225626	RP11-109D9.3-001
ENSG00000225626	RP11-109D9.3-002
ENSG00000225626	RP11-109D9.3-003
ENSG00000225630	RP5-857K21.8-001
ENSG00000225632	RP5-997D24.3-001
ENSG00000225636	AC017035.1-001
ENSG00000225637	AP001046.6-001
ENSG00000225638	RP11-453N3.5-001
ENSG00000225639	RP11-327L3.4-001
ENSG00000225640	RP5-1022P6.4-001
ENSG00000225642	AC011747.5-001
ENSG00000225643	RP11-70P17.1-001
ENSG00000225647	AC005487.2-001
ENSG00000225649	AC064875.2-001
ENSG00000225649	AC064875.2-002
ENSG00000225649	AC064875.2-003
ENSG00000225649	AC064875.2-004
ENSG00000225650	RP11-343L14.1-001
ENSG00000225652	RP11-619F23.2-001
ENSG00000225653	AC012078.1-001
ENSG00000225655	RP11-58A12.3-001
ENSG00000225655	RP11-58A12.3-002
ENSG00000225656	RP5-858B6.1-001
ENSG00000225657	RP5-843L14.1-001
ENSG00000225657	RP5-843L14.1-002
ENSG00000225658	AC005041.6-001
ENSG00000225660	RP1-73A14.1-001
ENSG00000225661	RP11-309M23.2-001
ENSG00000225662	RP11-1036F1.1-001
ENSG00000225664	AC004074.1-001
ENSG00000225665	SAR1P3-001
ENSG00000225667	RP5-1109J22.3-001
ENSG00000225669	AC068535.5-001
ENSG00000225670	CTA-134P22.2-001
ENSG00000225670	CTA-134P22.2-002
ENSG00000225671	RP11-183G22.3-001
ENSG00000225672	RP11-96K19.3-001
ENSG00000225673	RP11-641C17.3-001
ENSG00000225674	RP11-309I15.2-001
ENSG00000225675	RP4-784A16.5-001
ENSG00000225676	RP3-438O4.4-001
ENSG00000225678	AP000619.5-001
ENSG00000225678	AP000619.5-002
ENSG00000225680	AL163953.2-001
ENSG00000225681	AC005730.2-001
ENSG00000225683	RP1-301L19.1-001
ENSG00000225683	RP1-301L19.1-002
ENSG00000225683	RP1-301L19.1-003
ENSG00000225683	RP1-301L19.1-004
ENSG00000225683	RP1-301L19.1-005
ENSG00000225683	RP1-301L19.1-006
ENSG00000225685	AC006987.3-001
ENSG00000225685	AC006987.3-002
ENSG00000225689	RP1-30E17.2-001
ENSG00000225693	RP11-54K16.2-001
ENSG00000225695	AC007272.2-001
ENSG00000225701	AC002069.7-001
ENSG00000225703	AC005522.7-001
ENSG00000225704	RP4-798A17.5-001
ENSG00000225705	AC004899.3-001
ENSG00000225706	RP11-75C9.1-001
ENSG00000225706	RP11-75C9.1-002
ENSG00000225708	RP13-379L11.1-001
ENSG00000225708	RP13-379L11.1-002
ENSG00000225710	RP5-875O13.6-001
ENSG00000225711	RP11-345I18.4-001
ENSG00000225712	RP11-385M4.4-001
ENSG00000225713	RP11-160H22.4-001
ENSG00000225715	RP11-325E14.5-001
ENSG00000225716	AC069130.2-001
ENSG00000225718	RP11-3P22.2-001
ENSG00000225718	RP11-3P22.2-002
ENSG00000225718	RP11-3P22.2-003
ENSG00000225719	RP11-541J2.1-001
ENSG00000225720	RP4-742C19.12-001
ENSG00000225720	RP4-742C19.12-002
ENSG00000225721	RP11-269F19.2-001
ENSG00000225721	RP11-269F19.2-002
ENSG00000225722	RP11-706O15.8-001
ENSG00000225723	RP11-193H5.4-001
ENSG00000225724	LL22NC03-80A10.11-001
ENSG00000225726	AC007000.10-001
ENSG00000225727	RP11-71C5.2-001
ENSG00000225727	RP11-71C5.2-002
ENSG00000225728	RP6-191P20.3-001
ENSG00000225730	RP3-365O12.2-001
ENSG00000225731	AP001627.1-001
ENSG00000225732	XXbac-BPG250I8.13-001
ENSG00000225733	AC090937.2-001
ENSG00000225733	AC090937.2-002
ENSG00000225733	AC090937.2-003
ENSG00000225733	AC090937.2-004
ENSG00000225733	AC090937.2-005
ENSG00000225735	AP000457.1-001
ENSG00000225739	AC007349.6-001
ENSG00000225740	AC095381.2-001
ENSG00000225741	LL22NC03-88E1.17-001
ENSG00000225742	RP11-513G11.4-001
ENSG00000225742	RP11-513G11.4-002
ENSG00000225744	AC017002.4-001
ENSG00000225745	AL773572.7-001
ENSG00000225745	AL773572.7-002
ENSG00000225745	AL773572.7-003
ENSG00000225746	AL132709.5-001
ENSG00000225746	AL132709.5-003
ENSG00000225746	AL132709.5-004
ENSG00000225746	AL132709.5-005
ENSG00000225746	AL132709.5-006
ENSG00000225746	AL132709.5-007
ENSG00000225746	AL132709.5-008
ENSG00000225746	AL132709.5-009
ENSG00000225746	AL132709.5-010
ENSG00000225750	RP11-242O24.3-001
ENSG00000225751	AC087501.1-001
ENSG00000225752	RP1-45I4.2-001
ENSG00000225755	RP11-267N12.2-001
ENSG00000225758	RP11-51C14.2-001
ENSG00000225760	RP11-365P13.3-001
ENSG00000225761	RP11-417O11.5-001
ENSG00000225762	RP11-511I2.2-001
ENSG00000225764	RP11-3A3.1-001
ENSG00000225765	AC068535.3-001
ENSG00000225766	RP11-468E2.9-001
ENSG00000225766	RP11-468E2.9-002
ENSG00000225766	RP11-468E2.9-003
ENSG00000225766	RP11-468E2.9-004
ENSG00000225766	RP11-468E2.9-005
ENSG00000225767	RP5-850O15.3-001
ENSG00000225768	RP11-127O4.3-001
ENSG00000225769	RP11-265D19.5-001
ENSG00000225770	AC092933.3-001
ENSG00000225773	XXbac-BPG116M5.14-001
ENSG00000225774	RP4-539M6.12-001
ENSG00000225775	RP11-354I10.1-001
ENSG00000225777	RP11-274P12.2-001
ENSG00000225778	RP11-401F24.4-001
ENSG00000225778	RP11-401F24.4-002
ENSG00000225779	RP4-603I14.3-001
ENSG00000225785	RP4-583K8.1-001
ENSG00000225787	AC011236.7-001
ENSG00000225788	XXbac-BPG181M17.4-001
ENSG00000225790	RP11-2L8.1-001
ENSG00000225791	RP1-180E22.3-001
ENSG00000225791	RP1-180E22.3-002
ENSG00000225791	RP1-180E22.3-003
ENSG00000225791	RP1-180E22.3-004
ENSG00000225792	AC004540.4-001
ENSG00000225792	AC004540.4-002
ENSG00000225793	RP1-234P15.4-001
ENSG00000225793	RP1-234P15.4-002
ENSG00000225793	RP1-234P15.4-003
ENSG00000225794	AC073321.4-001
ENSG00000225795	RP11-395G17.1-001
ENSG00000225796	AC005037.7-001
ENSG00000225798	AC025918.2-001
ENSG00000225801	RP11-209P2.1-001
ENSG00000225802	RP11-1036E20.10-001
ENSG00000225805	CTD-2313N18.7-001
ENSG00000225806	RP1-309F20.3-001
ENSG00000225806	RP1-309F20.3-002
ENSG00000225806	RP1-309F20.3-003
ENSG00000225807	RP11-44M6.1-001
ENSG00000225808	AC079305.9-001
ENSG00000225809	AC051663.1-001
ENSG00000225811	RP11-547I7.1-001
ENSG00000225813	AC009299.4-001
ENSG00000225814	RP13-100A9.1-001
ENSG00000225815	AC092669.6-001
ENSG00000225815	AC092669.6-002
ENSG00000225816	AC006045.3-001
ENSG00000225818	AC118653.2-001
ENSG00000225818	AC118653.2-002
ENSG00000225819	AC013269.3-001
ENSG00000225822	AC083822.1-001
ENSG00000225823	RP11-217F17.1-001
ENSG00000225826	RP1-10C16.2-001
ENSG00000225832	RP3-348I23.3-001
ENSG00000225833	GS1-594A7.3-001
ENSG00000225836	RP11-80H5.6-001
ENSG00000225839	RP4-664K17.2-001
ENSG00000225840	AC010970.2-001
ENSG00000225842	AC139712.1-001
ENSG00000225843	RP11-115N4.2-001
ENSG00000225846	RP11-630D6.1-001
ENSG00000225849	RP5-981L23.2-001
ENSG00000225850	RP11-452K12.4-001
ENSG00000225854	RP11-569G9.7-001
ENSG00000225856	RP11-791O21.1-001
ENSG00000225857	RP11-46A10.2-001
ENSG00000225857	RP11-46A10.2-002
ENSG00000225858	RP1-172N19.3-001
ENSG00000225860	RP11-1018N14.2-001
ENSG00000225867	RP5-1177I5.3-001
ENSG00000225868	AC016582.2-001
ENSG00000225868	AC016582.2-002
ENSG00000225868	AC016582.2-003
ENSG00000225868	AC016582.2-004
ENSG00000225869	CTB-70D19.1-001
