Ensembl ID	RefSeq_peptide ID
ENSG00000065371	XP_005247608
ENSG00000065413	NP_001182073
ENSG00000065413	NP_710181
ENSG00000065413	XP_005247002
ENSG00000065413	XP_005247003
ENSG00000065413	XP_005247004
ENSG00000065413	XP_005247005
ENSG00000065413	XP_006712901
ENSG00000065427	NP_001123561
ENSG00000065427	NP_005539
ENSG00000065457	NP_036223
ENSG00000065485	NP_006801
ENSG00000065491	NP_060242
ENSG00000065518	NP_001161803
ENSG00000065518	NP_004538
ENSG00000065526	NP_055816
ENSG00000065534	NP_444253
ENSG00000065534	NP_444254
ENSG00000065534	NP_444255
ENSG00000065534	NP_444256
ENSG00000065534	NP_444259
ENSG00000065534	NP_444260
ENSG00000065534	XP_005247549
ENSG00000065534	XP_005247551
ENSG00000065534	XP_006713712
ENSG00000065548	NP_060941
ENSG00000065559	NP_001268364
ENSG00000065559	NP_003001
ENSG00000065559	XP_005256810
ENSG00000065559	XP_005256812
ENSG00000065559	XP_006721631
ENSG00000065600	NP_001185791
ENSG00000065600	NP_060722
ENSG00000065600	XP_005273234
ENSG00000065609	NP_001229721
ENSG00000065609	NP_001229722
ENSG00000065609	NP_001229723
ENSG00000065609	NP_001243646
ENSG00000065609	NP_001243647
ENSG00000065609	NP_055656
ENSG00000065609	XP_005248827
ENSG00000065609	XP_006715678
ENSG00000065609	XP_006715679
ENSG00000065609	XP_006715680
ENSG00000065609	XP_006715681
ENSG00000065609	XP_006715682
ENSG00000065613	NP_055535
ENSG00000065613	XP_005270358
ENSG00000065615	NP_057314
ENSG00000065618	NP_000485
ENSG00000065621	NP_001177942
ENSG00000065621	NP_001177943
ENSG00000065621	NP_001177944
ENSG00000065621	NP_899062
ENSG00000065621	XP_006717686
ENSG00000065665	NP_001136099
ENSG00000065665	NP_001136100
ENSG00000065665	NP_060614
ENSG00000065675	NP_001229342
ENSG00000065675	NP_001269573
ENSG00000065675	NP_001269574
ENSG00000065675	NP_006248
ENSG00000065675	XP_005252553
ENSG00000065675	XP_005252554
ENSG00000065675	XP_006717528
ENSG00000065717	NP_001138233
ENSG00000065717	NP_001138234
ENSG00000065717	NP_001287775
ENSG00000065717	NP_003251
ENSG00000065717	XP_006722927
ENSG00000065802	NP_001035535
ENSG00000065802	XP_005246137
ENSG00000065809	NP_001269624
ENSG00000065809	NP_001269625
ENSG00000065809	NP_001269626
ENSG00000065809	NP_001269627
ENSG00000065809	NP_001269628
ENSG00000065809	NP_001269629
ENSG00000065809	NP_001269630
ENSG00000065809	NP_001269631
ENSG00000065809	NP_001269632
ENSG00000065809	NP_113641
ENSG00000065809	XP_005252673
ENSG00000065833	NP_002386
ENSG00000065882	NP_001240841
ENSG00000065882	NP_001240842
ENSG00000065882	NP_001240843
ENSG00000065882	NP_001240844
ENSG00000065882	NP_055988
ENSG00000065882	XP_005262705
ENSG00000065882	XP_005262708
ENSG00000065882	XP_006714063
ENSG00000065882	XP_006714064
ENSG00000065883	NP_003709
ENSG00000065883	NP_112557
ENSG00000065911	NP_006627
ENSG00000065911	XP_006711987
ENSG00000065923	NP_001244220
ENSG00000065923	NP_115980
ENSG00000065923	XP_005272737
ENSG00000065923	XP_005272738
ENSG00000065923	XP_005272739
ENSG00000065923	XP_005272741
ENSG00000065923	XP_006724627
ENSG00000065970	NP_060886
ENSG00000065970	XP_005253487
ENSG00000065970	XP_005253488
ENSG00000065978	NP_004550
ENSG00000065978	XP_005270961
ENSG00000065989	NP_001104777
ENSG00000065989	NP_001104778
ENSG00000065989	NP_001104779
ENSG00000065989	NP_001230050
ENSG00000065989	NP_006193
ENSG00000065989	XP_005259990
ENSG00000065989	XP_006722828
ENSG00000066027	NP_001186685
ENSG00000066027	NP_006234
ENSG00000066032	NP_001158355
ENSG00000066032	NP_001269526
ENSG00000066032	NP_001269527
ENSG00000066032	NP_001269528
ENSG00000066032	NP_001269529
ENSG00000066032	NP_004380
ENSG00000066032	XP_006712012
ENSG00000066044	NP_001410
ENSG00000066056	NP_001240286
ENSG00000066056	NP_005415
ENSG00000066056	XP_005271221
ENSG00000066056	XP_006710932
ENSG00000066084	NP_775873
ENSG00000066084	XP_005269101
ENSG00000066084	XP_006719583
ENSG00000066084	XP_006719584
ENSG00000066084	XP_006719585
ENSG00000066117	NP_003067
ENSG00000066117	NP_620710
ENSG00000066135	NP_055478
ENSG00000066135	XP_005271411
ENSG00000066135	XP_005271412
ENSG00000066135	XP_005271413
ENSG00000066136	NP_001136059
ENSG00000066136	NP_001136060
ENSG00000066136	NP_001136061
ENSG00000066136	NP_001136062
ENSG00000066136	NP_055038
ENSG00000066136	XP_005270948
ENSG00000066136	XP_005270950
ENSG00000066136	XP_005270951
ENSG00000066136	XP_005270952
ENSG00000066136	XP_005270953
ENSG00000066136	XP_006710719
ENSG00000066136	XP_006710720
ENSG00000066136	XP_006710721
ENSG00000066136	XP_006710722
ENSG00000066136	XP_006710723
ENSG00000066136	XP_006710724
ENSG00000066136	XP_006710725
ENSG00000066185	NP_001139664
ENSG00000066185	NP_115633
ENSG00000066230	NP_001271280
ENSG00000066230	NP_004165
ENSG00000066248	NP_001107562
ENSG00000066248	NP_062824
ENSG00000066279	NP_001193775
ENSG00000066279	NP_060606
ENSG00000066294	NP_001171808
ENSG00000066294	NP_001171810
ENSG00000066294	NP_001171811
ENSG00000066294	NP_003865
ENSG00000066322	NP_001243328
ENSG00000066322	NP_001243330
ENSG00000066322	NP_001243331
ENSG00000066322	NP_073732
ENSG00000066336	NP_001074016
ENSG00000066336	NP_003111
ENSG00000066379	NP_001265714
ENSG00000066379	NP_001265715
ENSG00000066379	NP_055411
ENSG00000066379	NP_740753
ENSG00000066382	NP_001138871
ENSG00000066382	NP_001575
ENSG00000066382	XP_005253167
ENSG00000066382	XP_005253168
ENSG00000066382	XP_005253169
ENSG00000066382	XP_005253170
ENSG00000066382	XP_005253171
ENSG00000066382	XP_006718367
ENSG00000066382	XP_006718368
ENSG00000066405	NP_001002026
ENSG00000066405	NP_057453
ENSG00000066422	NP_055230
ENSG00000066427	NP_001121168
ENSG00000066427	NP_001121169
ENSG00000066427	NP_001158246
ENSG00000066427	NP_001158248
ENSG00000066427	NP_001158249
ENSG00000066427	NP_001158250
ENSG00000066427	NP_001158251
ENSG00000066427	NP_001158252
ENSG00000066427	NP_001158253
ENSG00000066427	NP_001158254
ENSG00000066427	NP_004984
ENSG00000066427	NP_109376
ENSG00000066455	NP_005104
ENSG00000066468	NP_000132
ENSG00000066468	NP_001138385
ENSG00000066468	NP_001138386
ENSG00000066468	NP_001138387
ENSG00000066468	NP_001138388
ENSG00000066468	NP_001138389
ENSG00000066468	NP_001138390
ENSG00000066468	NP_001138391
ENSG00000066468	NP_075259
ENSG00000066468	NP_075418
ENSG00000066468	XP_006717771
ENSG00000066468	XP_006717772
ENSG00000066468	XP_006717773
ENSG00000066468	XP_006717774
ENSG00000066468	XP_006717775
ENSG00000066468	XP_006717776
ENSG00000066557	NP_060238
ENSG00000066557	XP_005271070
ENSG00000066557	XP_006710820
ENSG00000066583	NP_057132
ENSG00000066629	NP_001008707
ENSG00000066629	NP_004425
ENSG00000066629	XP_005267454
ENSG00000066629	XP_005267455
ENSG00000066629	XP_005267456
ENSG00000066629	XP_005267457
ENSG00000066651	NP_001026882
ENSG00000066651	XP_006715609
ENSG00000066654	NP_060206
ENSG00000066654	XP_005255479
ENSG00000066654	XP_005255481
ENSG00000066697	NP_001185734
ENSG00000066697	NP_001185735
ENSG00000066697	NP_001185736
ENSG00000066697	NP_542386
ENSG00000066735	NP_056471
ENSG00000066739	NP_060506
ENSG00000066739	XP_006720250
ENSG00000066777	NP_006412
ENSG00000066777	XP_005251191
ENSG00000066777	XP_005251192
ENSG00000066777	XP_005251193
ENSG00000066777	XP_006716481
ENSG00000066813	NP_001098539
ENSG00000066813	NP_872423
ENSG00000066813	XP_005255361
ENSG00000066827	NP_001025110
ENSG00000066827	NP_001161055
ENSG00000066827	NP_001167628
ENSG00000066827	NP_001167629
ENSG00000066827	NP_001276323
ENSG00000066827	NP_065914
ENSG00000066827	XP_006716674
ENSG00000066855	NP_001139310
ENSG00000066855	NP_001139311
ENSG00000066855	NP_055452
ENSG00000066855	XP_005251384
ENSG00000066855	XP_006716547
ENSG00000066923	NP_001269645
ENSG00000066923	NP_001269646
ENSG00000066923	NP_001269647
ENSG00000066923	NP_036579
ENSG00000066923	XP_005250173
ENSG00000066926	NP_000131
ENSG00000066926	NP_001012533
ENSG00000066933	NP_008832
ENSG00000066933	XP_006720604
ENSG00000067048	NP_001116137
ENSG00000067048	NP_004651
ENSG00000067048	XP_005262621
ENSG00000067048	XP_006724940
ENSG00000067048	XP_006724941
ENSG00000067057	NP_001229268
ENSG00000067057	NP_002618
ENSG00000067057	XP_005252523
ENSG00000067057	XP_005252524
ENSG00000067064	NP_004499
ENSG00000067064	XP_005252502
ENSG00000067066	NP_001073860
ENSG00000067066	NP_001193630
ENSG00000067066	NP_001193631
ENSG00000067066	NP_001193632
ENSG00000067066	NP_001193633
ENSG00000067066	NP_003104
ENSG00000067082	NP_001153596
ENSG00000067082	NP_001153597
ENSG00000067082	NP_001291
ENSG00000067113	NP_003702
ENSG00000067113	NP_795714
ENSG00000067113	XP_006714787
ENSG00000067141	NP_001166094
ENSG00000067141	NP_001166095
ENSG00000067141	NP_002490
ENSG00000067141	XP_005254465
ENSG00000067141	XP_005254467
ENSG00000067141	XP_005254468
ENSG00000067141	XP_005254469
ENSG00000067141	XP_005254470
ENSG00000067141	XP_005254471
ENSG00000067141	XP_005254472
ENSG00000067141	XP_005254473
ENSG00000067167	NP_055109
ENSG00000067177	NP_001116142
ENSG00000067177	NP_001165907
ENSG00000067177	NP_002628
ENSG00000067177	XP_006724724
ENSG00000067182	NP_001056
ENSG00000067191	NP_000714
ENSG00000067191	NP_954855
ENSG00000067191	NP_954856
ENSG00000067191	XP_005257702
ENSG00000067191	XP_005257703
ENSG00000067191	XP_005257704
ENSG00000067208	NP_005656
ENSG00000067208	XP_006710947
ENSG00000067208	XP_006710950
ENSG00000067221	NP_001243601
ENSG00000067221	NP_001243602
ENSG00000067221	NP_001243603
ENSG00000067221	NP_001243604
ENSG00000067221	NP_001243605
ENSG00000067221	NP_001243606
ENSG00000067221	NP_004800
ENSG00000067221	XP_005254849
ENSG00000067221	XP_005254850
ENSG00000067221	XP_006720836
ENSG00000067225	NP_001193725
ENSG00000067225	NP_001193726
ENSG00000067225	NP_001193727
ENSG00000067225	NP_001193728
ENSG00000067225	NP_002645
ENSG00000067225	NP_872270
ENSG00000067225	NP_872271
ENSG00000067225	XP_005254500
ENSG00000067225	XP_005254502
ENSG00000067225	XP_006720633
ENSG00000067248	NP_061903
ENSG00000067248	XP_005248601
ENSG00000067334	NP_055412
ENSG00000067365	NP_077014
ENSG00000067365	XP_005255627
ENSG00000067365	XP_005255628
ENSG00000067365	XP_005255629
ENSG00000067369	NP_001135451
ENSG00000067369	NP_001135452
ENSG00000067369	NP_005648
ENSG00000067369	XP_005254691
ENSG00000067369	XP_005254692
ENSG00000067369	XP_006720729
ENSG00000067445	NP_001034794
ENSG00000067445	NP_001258112
ENSG00000067445	NP_001258113
ENSG00000067445	NP_057241
ENSG00000067445	NP_808224
ENSG00000067445	NP_808225
ENSG00000067445	XP_006724662
ENSG00000067445	XP_006724663
ENSG00000067445	XP_006724664
ENSG00000067445	XP_006724665
ENSG00000067445	XP_006724666
ENSG00000067445	XP_006724667
ENSG00000067445	XP_006724668
ENSG00000067533	NP_057136
ENSG00000067560	NP_001655
ENSG00000067596	NP_004932
ENSG00000067596	XP_005257170
ENSG00000067596	XP_005257171
ENSG00000067606	NP_001028753
ENSG00000067606	NP_001028754
ENSG00000067606	NP_001229803
ENSG00000067606	NP_002735
ENSG00000067606	XP_006710827
ENSG00000067606	XP_006710828
ENSG00000067606	XP_006710829
ENSG00000067606	XP_006710830
ENSG00000067606	XP_006710831
ENSG00000067646	NP_001138747
ENSG00000067646	NP_001138748
ENSG00000067646	NP_003402
ENSG00000067646	XP_005262627
ENSG00000067646	XP_005262628
ENSG00000067646	XP_006724936
ENSG00000067704	NP_060530
ENSG00000067715	NP_001129277
ENSG00000067715	NP_001129278
ENSG00000067715	NP_001278830
ENSG00000067715	NP_005630
ENSG00000067715	XP_005269170
ENSG00000067715	XP_006719639
ENSG00000067798	NP_001019554
ENSG00000067798	NP_055718
ENSG00000067798	XP_005269272
ENSG00000067798	XP_006719738
ENSG00000067798	XP_006719739
ENSG00000067798	XP_006719740
ENSG00000067829	NP_004126
ENSG00000067829	NP_777358
ENSG00000067836	NP_078865
ENSG00000067836	XP_006721010
ENSG00000067836	XP_006721011
ENSG00000067840	NP_115901
ENSG00000067842	NP_001001344
ENSG00000067842	NP_068768
ENSG00000067842	XP_005274746
ENSG00000067842	XP_005274747
ENSG00000067842	XP_005274748
ENSG00000067842	XP_005274749
ENSG00000067842	XP_005274750
ENSG00000067842	XP_006724886
ENSG00000067900	NP_005397
ENSG00000067955	NP_001746
ENSG00000067955	NP_074036
ENSG00000067955	XP_006721384
ENSG00000067992	NP_001135858
ENSG00000067992	NP_005382
ENSG00000068001	NP_003764
ENSG00000068001	NP_149348
ENSG00000068001	XP_005265581
ENSG00000068001	XP_005265582
ENSG00000068024	NP_006028
ENSG00000068024	XP_006712940
ENSG00000068024	XP_006712941
ENSG00000068024	XP_006712942
ENSG00000068024	XP_006712943
ENSG00000068028	NP_001193886
ENSG00000068028	NP_009113
ENSG00000068028	NP_733830
ENSG00000068028	NP_733831
ENSG00000068028	NP_733832
ENSG00000068078	NP_000133
ENSG00000068078	NP_001156685
ENSG00000068078	NP_075254
ENSG00000068078	XP_006713931
ENSG00000068078	XP_006713932
ENSG00000068078	XP_006713933
ENSG00000068078	XP_006713934
ENSG00000068078	XP_006713935
ENSG00000068078	XP_006713936
ENSG00000068079	NP_005524
ENSG00000068079	XP_005257359
ENSG00000068097	NP_071353
ENSG00000068097	XP_005257627
ENSG00000068120	NP_001035994
ENSG00000068120	NP_001035997
ENSG00000068120	NP_079509
ENSG00000068120	XP_006722179
ENSG00000068137	NP_079203
ENSG00000068137	XP_006722159
ENSG00000068137	XP_006722160
ENSG00000068305	NP_001124398
ENSG00000068305	NP_001124399
ENSG00000068305	NP_001124400
ENSG00000068305	NP_001165365
ENSG00000068305	NP_005578
ENSG00000068305	XP_005254971
ENSG00000068305	XP_005254972
ENSG00000068305	XP_006720572
ENSG00000068305	XP_006720573
ENSG00000068305	XP_006720574
ENSG00000068305	XP_006720575
ENSG00000068305	XP_006720576
ENSG00000068305	XP_006720577
ENSG00000068305	XP_006720578
ENSG00000068305	XP_006720579
ENSG00000068305	XP_006720580
ENSG00000068305	XP_006720581
ENSG00000068305	XP_006720582
ENSG00000068308	NP_001129629
ENSG00000068308	NP_001129630
ENSG00000068308	NP_001129631
ENSG00000068308	NP_060072
ENSG00000068308	XP_005272679
ENSG00000068308	XP_005278096
ENSG00000068308	XP_005278099
ENSG00000068308	XP_006724600
ENSG00000068323	NP_001269071
ENSG00000068323	NP_006512
ENSG00000068323	XP_006724612
ENSG00000068354	NP_002527
ENSG00000068366	NP_004449
ENSG00000068366	NP_075266
ENSG00000068366	XP_005262165
ENSG00000068366	XP_005262166
ENSG00000068366	XP_005262167
ENSG00000068366	XP_006724698
ENSG00000068383	NP_005530
ENSG00000068394	NP_056513
ENSG00000068400	NP_064522
ENSG00000068438	NP_001269086
ENSG00000068438	NP_036412
ENSG00000068438	NP_803188
ENSG00000068438	XP_005272652
ENSG00000068489	NP_060774
ENSG00000068615	NP_001158202
ENSG00000068615	NP_001158203
ENSG00000068615	NP_001158204
ENSG00000068615	NP_075063
ENSG00000068615	XP_005264559
ENSG00000068615	XP_005264560
ENSG00000068615	XP_005264561
ENSG00000068615	XP_005264562
ENSG00000068615	XP_006712141
ENSG00000068650	NP_056020
ENSG00000068650	NP_115565
ENSG00000068650	XP_005268356
ENSG00000068650	XP_005268357
ENSG00000068650	XP_005268358
ENSG00000068650	XP_005268360
ENSG00000068650	XP_005268362
ENSG00000068650	XP_005268363
ENSG00000068650	XP_006720028
ENSG00000068654	NP_056240
ENSG00000068654	XP_006712046
ENSG00000068697	NP_055528
ENSG00000068724	NP_001275880
ENSG00000068724	NP_001275882
ENSG00000068724	NP_001275884
ENSG00000068724	NP_065191
ENSG00000068724	XP_005264496
ENSG00000068724	XP_005264497
ENSG00000068745	NP_001005909
ENSG00000068745	NP_001005910
ENSG00000068745	NP_001005911
ENSG00000068745	NP_001139650
ENSG00000068745	NP_001139651
ENSG00000068745	NP_001177245
ENSG00000068745	NP_001177246
ENSG00000068745	NP_057375
ENSG00000068745	XP_006713262
ENSG00000068745	XP_006713263
ENSG00000068745	XP_006713264
ENSG00000068745	XP_006713265
ENSG00000068781	NP_001185522
ENSG00000068781	NP_001185523
ENSG00000068781	NP_758515
ENSG00000068784	NP_060549
ENSG00000068784	XP_005264455
ENSG00000068796	NP_001091981
ENSG00000068796	NP_001230881
ENSG00000068796	NP_001230882
ENSG00000068796	NP_004511
ENSG00000068831	NP_001092140
ENSG00000068831	NP_001092141
ENSG00000068831	NP_722541
ENSG00000068831	XP_005273764
ENSG00000068831	XP_006718474
ENSG00000068831	XP_006718475
ENSG00000068831	XP_006718476
ENSG00000068831	XP_006718477
ENSG00000068831	XP_006718478
ENSG00000068878	NP_055429
ENSG00000068878	XP_006712032
ENSG00000068885	NP_001177170
ENSG00000068885	NP_001177171
ENSG00000068885	NP_065851
ENSG00000068903	NP_001180215
ENSG00000068903	NP_036369
ENSG00000068903	NP_085096
ENSG00000068903	XP_006723174
ENSG00000068912	NP_001120869
ENSG00000068912	NP_001120870
ENSG00000068912	NP_056516
ENSG00000068971	NP_006235
ENSG00000068971	XP_006718669
ENSG00000068976	NP_001158188
ENSG00000068976	NP_005600
ENSG00000068985	NP_003776
ENSG00000069011	NP_002644
ENSG00000069018	NP_001161048
ENSG00000069018	NP_001161049
ENSG00000069018	NP_065122
ENSG00000069018	XP_005272093
ENSG00000069020	NP_001158136
ENSG00000069020	NP_001277155
ENSG00000069020	NP_001277156
ENSG00000069020	NP_001277157
ENSG00000069020	NP_001284580
ENSG00000069020	NP_055998
ENSG00000069020	NP_942123
ENSG00000069020	XP_005248555
ENSG00000069020	XP_006714665
ENSG00000069020	XP_006714666
ENSG00000069020	XP_006714667
ENSG00000069020	XP_006714669
ENSG00000069020	XP_006714670
ENSG00000069020	XP_006714672
ENSG00000069020	XP_006714673
ENSG00000069020	XP_006714675
ENSG00000069122	NP_001091988
ENSG00000069122	NP_056049
ENSG00000069188	NP_001138424
ENSG00000069206	NP_003808
ENSG00000069206	XP_005273725
ENSG00000069206	XP_005273726
ENSG00000069206	XP_005273727
ENSG00000069206	XP_005273728
ENSG00000069206	XP_005273730
ENSG00000069248	NP_060700
ENSG00000069275	NP_073568
ENSG00000069275	XP_005245510
ENSG00000069329	NP_060676
ENSG00000069329	XP_005256102
ENSG00000069345	NP_005871
ENSG00000069399	NP_005169
ENSG00000069399	XP_005259186
ENSG00000069424	NP_001186789
ENSG00000069424	NP_001186790
ENSG00000069424	NP_001186791
ENSG00000069424	NP_001186792
ENSG00000069424	NP_003627
ENSG00000069424	NP_742128
ENSG00000069424	XP_005263568
ENSG00000069424	XP_005263569
ENSG00000069424	XP_005263570
ENSG00000069424	XP_005263571
ENSG00000069431	NP_005682
ENSG00000069431	NP_064693
ENSG00000069431	XP_005253341
ENSG00000069431	XP_005253343
ENSG00000069431	XP_005253344
ENSG00000069431	XP_005253345
ENSG00000069431	XP_005253348
ENSG00000069482	NP_057057
ENSG00000069482	XP_006718643
ENSG00000069493	NP_001004419
ENSG00000069493	NP_001184246
ENSG00000069493	NP_001184247
ENSG00000069493	NP_001184248
ENSG00000069493	NP_037401
ENSG00000069509	NP_776155
ENSG00000069535	NP_000889
ENSG00000069535	XP_005272664
ENSG00000069535	XP_005272665
ENSG00000069667	NP_002934
ENSG00000069667	NP_599022
ENSG00000069667	NP_599023
ENSG00000069667	NP_599024
ENSG00000069667	XP_005254641
ENSG00000069696	NP_000788
ENSG00000069702	NP_001182612
ENSG00000069702	NP_001182613
ENSG00000069702	NP_003234
ENSG00000069702	XP_006710930
ENSG00000069702	XP_006710931
ENSG00000069712	NP_056052
ENSG00000069764	NP_003552
ENSG00000069764	XP_006721021
ENSG00000069764	XP_006721062
ENSG00000069764	XP_006725277
ENSG00000069812	NP_061962
ENSG00000069849	NP_001670
ENSG00000069869	NP_001271267
ENSG00000069869	NP_001271268
ENSG00000069869	NP_001271269
ENSG00000069869	NP_006145
ENSG00000069869	NP_940682
ENSG00000069943	NP_004846
ENSG00000069943	XP_005254851
ENSG00000069943	XP_005254852
ENSG00000069943	XP_006720840
ENSG00000069956	NP_002739
ENSG00000069956	XP_005254593
ENSG00000069956	XP_005254594
ENSG00000069956	XP_005254595
ENSG00000069956	XP_005254596
ENSG00000069966	NP_006569
ENSG00000069966	NP_057278
ENSG00000069974	NP_004571
ENSG00000069974	NP_899057
ENSG00000069974	NP_899058
ENSG00000069974	NP_899059
ENSG00000069974	XP_005254633
ENSG00000069974	XP_005254634
ENSG00000069998	NP_060299
ENSG00000069998	NP_149061
ENSG00000069998	XP_005261293
ENSG00000069998	XP_005261294
ENSG00000070010	NP_001030324
ENSG00000070010	NP_005650
ENSG00000070010	XP_005261334
ENSG00000070010	XP_006724382
ENSG00000070018	NP_002327
ENSG00000070018	XP_006719141
ENSG00000070019	NP_004954
ENSG00000070031	NP_068739
ENSG00000070047	NP_001273510
ENSG00000070047	NP_001273511
ENSG00000070047	NP_001273512
ENSG00000070047	NP_065952
ENSG00000070061	NP_003631
ENSG00000070061	XP_005252342
ENSG00000070081	NP_005004
ENSG00000070081	XP_005252998
ENSG00000070081	XP_005252999
ENSG00000070081	XP_005253000
ENSG00000070081	XP_005253001
ENSG00000070081	XP_005253002
ENSG00000070081	XP_005253004
ENSG00000070081	XP_005253005
ENSG00000070081	XP_006718302
ENSG00000070087	NP_002619
ENSG00000070087	NP_444252
ENSG00000070159	NP_001138840
ENSG00000070159	NP_001138841
ENSG00000070159	NP_001138842
ENSG00000070159	NP_001138843
ENSG00000070159	NP_001138844
ENSG00000070159	NP_002820
ENSG00000070159	XP_006717260
ENSG00000070159	XP_006717261
ENSG00000070159	XP_006717262
ENSG00000070159	XP_006717263
ENSG00000070159	XP_006717264
ENSG00000070159	XP_006717265
ENSG00000070159	XP_006717266
ENSG00000070159	XP_006717267
ENSG00000070159	XP_006717268
ENSG00000070159	XP_006717269
ENSG00000070159	XP_006717270
ENSG00000070182	NP_000338
ENSG00000070182	NP_001020029
ENSG00000070182	XP_005268080
ENSG00000070182	XP_006720304
ENSG00000070190	NP_055210
ENSG00000070193	NP_004456
ENSG00000070193	XP_005248321
ENSG00000070214	NP_001273659
ENSG00000070214	NP_536856
ENSG00000070214	XP_005251912
ENSG00000070214	XP_005251914
ENSG00000070214	XP_006717090
ENSG00000070214	XP_006717091
ENSG00000070214	XP_006717092
ENSG00000070269	NP_060269
ENSG00000070269	XP_005267828
ENSG00000070269	XP_006720238
ENSG00000070269	XP_006720239
ENSG00000070269	XP_006720240
ENSG00000070269	XP_006720241
ENSG00000070366	NP_001243756
ENSG00000070366	NP_001243757
ENSG00000070366	NP_001269255
ENSG00000070366	NP_060045
ENSG00000070366	XP_005256626
ENSG00000070366	XP_005256627
ENSG00000070366	XP_005256628
ENSG00000070366	XP_006721557
ENSG00000070366	XP_006721558
ENSG00000070367	NP_006535
ENSG00000070367	XP_005267329
ENSG00000070371	NP_001826
ENSG00000070371	NP_009029
ENSG00000070371	XP_005277857
ENSG00000070371	XP_005277858
ENSG00000070371	XP_006724389
ENSG00000070388	NP_001287741
ENSG00000070388	NP_065688
ENSG00000070404	NP_005851
ENSG00000070413	NP_001167004
ENSG00000070413	NP_001167005
ENSG00000070413	NP_001171710
ENSG00000070413	NP_005128
ENSG00000070423	NP_919442
ENSG00000070423	XP_005259651
ENSG00000070444	NP_064706
ENSG00000070476	NP_001035743
ENSG00000070476	NP_079388
ENSG00000070476	XP_005247814
ENSG00000070476	XP_006713804
ENSG00000070495	NP_001074930
ENSG00000070495	NP_055982
ENSG00000070501	NP_002681
ENSG00000070501	XP_005273592
ENSG00000070501	XP_005273594
ENSG00000070501	XP_005273595
ENSG00000070501	XP_005273596
ENSG00000070501	XP_005273597
ENSG00000070501	XP_006716416
ENSG00000070526	NP_001276036
ENSG00000070526	NP_060884
ENSG00000070540	NP_060453
ENSG00000070540	XP_005257554
ENSG00000070601	NP_055722
ENSG00000070610	NP_065995
ENSG00000070610	XP_005251583
ENSG00000070610	XP_006716872
ENSG00000070610	XP_006716873
ENSG00000070610	XP_006716874
ENSG00000070610	XP_006716875
ENSG00000070614	NP_001287992
ENSG00000070614	NP_001534
ENSG00000070614	XP_005268490
ENSG00000070614	XP_005268491
ENSG00000070614	XP_005268492
ENSG00000070614	XP_005268493
ENSG00000070614	XP_005268494
ENSG00000070614	XP_005268495
ENSG00000070614	XP_005268496
ENSG00000070614	XP_005268499
ENSG00000070614	XP_006714845
ENSG00000070614	XP_006714846
ENSG00000070669	NP_001171546
ENSG00000070669	NP_001171547
ENSG00000070669	NP_001171548
ENSG00000070669	NP_001664
ENSG00000070669	NP_597680
ENSG00000070669	NP_899199
ENSG00000070718	NP_001127768
ENSG00000070718	NP_006794
ENSG00000070718	XP_006716339
ENSG00000070729	NP_001129111
ENSG00000070729	NP_001273059
ENSG00000070729	NP_001288
ENSG00000070729	XP_006721197
ENSG00000070731	NP_006447
ENSG00000070748	NP_001136401
ENSG00000070748	NP_001136405
ENSG00000070748	NP_001136406
ENSG00000070748	NP_065574
ENSG00000070748	NP_066264
ENSG00000070748	NP_066265
ENSG00000070748	NP_066266
ENSG00000070756	NP_002559
ENSG00000070756	XP_005250918
ENSG00000070759	NP_009101
ENSG00000070759	XP_006710350
ENSG00000070761	NP_037374
ENSG00000070770	NP_001887
ENSG00000070770	XP_005255856
ENSG00000070770	XP_005255858
ENSG00000070778	NP_008970
ENSG00000070778	XP_005267344
ENSG00000070778	XP_006720074
ENSG00000070785	NP_001160060
ENSG00000070785	NP_001248347
ENSG00000070785	NP_065098
ENSG00000070808	NP_057065
ENSG00000070808	NP_741960
ENSG00000070814	NP_000347
ENSG00000070814	NP_001008657
ENSG00000070814	NP_001128715
ENSG00000070814	NP_001128716
ENSG00000070814	NP_001128717
ENSG00000070814	NP_001182070
ENSG00000070814	XP_005268562
ENSG00000070814	XP_005268563
ENSG00000070814	XP_005268565
ENSG00000070814	XP_005268566
ENSG00000070831	NP_001034891
ENSG00000070831	NP_001782
ENSG00000070831	NP_426359
ENSG00000070882	NP_056365
ENSG00000070882	NP_663160
ENSG00000070882	NP_663161
ENSG00000070882	NP_663162
ENSG00000070882	XP_005249755
ENSG00000070882	XP_006715744
ENSG00000070882	XP_006715745
ENSG00000070882	XP_006715746
ENSG00000070882	XP_006715747
ENSG00000070886	NP_001006944
ENSG00000070886	NP_065387
ENSG00000070915	NP_000330
ENSG00000070915	NP_001119579
ENSG00000070915	NP_001119580
ENSG00000070915	XP_005256176
ENSG00000070950	NP_064550
ENSG00000070961	NP_001001323
ENSG00000070961	NP_001673
ENSG00000070961	XP_005268976
ENSG00000070985	NP_055370
ENSG00000070985	XP_005252939
ENSG00000071051	NP_001004720
ENSG00000071051	NP_001004722
ENSG00000071051	NP_003572
ENSG00000071051	XP_006712860
ENSG00000071051	XP_006712861
ENSG00000071054	NP_001229488
ENSG00000071054	NP_001229489
ENSG00000071054	NP_004825
ENSG00000071054	NP_663719
ENSG00000071054	NP_663720
ENSG00000071054	XP_005264110
ENSG00000071054	XP_005264111
ENSG00000071054	XP_005264112
